"Time","Gx","Gy","Gz","Ax","Ay","Az","ts"
"2020-08-27T20:02:43.421",3.76892,-118.33191,-0.54932,-0.01526,-0.06372,-0.05212,17342801
"2020-08-27T20:02:43.436",7.00378,-98.54126,-2.79236,0.02625,-0.08093,-0.05408,17342816
"2020-08-27T20:02:43.452",7.32422,-80.55115,-3.66211,0.07007,-0.09656,-0.06506,17342832
"2020-08-27T20:02:43.468",7.49207,-71.70105,-3.26538,0.09949,-0.10132,-0.06421,17342847
"2020-08-27T20:02:43.483",7.35474,-55.43518,-1.70898,0.15063,-0.11243,-0.06543,17342863
"2020-08-27T20:02:43.500",7.12585,-48.15674,-1.34277,0.17664,-0.12012,-0.06775,17342878
"2020-08-27T20:02:43.517",5.52368,-35.67505,-2.01416,0.21704,-0.14063,-0.07349,17342894
"2020-08-27T20:02:43.530",3.87573,-30.16663,-2.5177,0.24194,-0.15161,-0.07153,17342909
"2020-08-27T20:02:43.545",-0.39673,-20.37048,-4.37927,0.25122,-0.14502,-0.07422,17342925
"2020-08-27T20:02:43.563",-3.90625,-11.04736,-4.69971,0.26135,-0.13818,-0.07532,17342940
"2020-08-27T20:02:43.598",-5.32532,-6.71387,-4.54712,0.26831,-0.13855,-0.07507,17342956
"2020-08-27T20:02:43.602",-8.40759,1.08337,-4.5166,0.27759,-0.13721,-0.07397,17342971
"2020-08-27T20:02:43.624",-9.78088,4.5929,-4.45557,0.27051,-0.13391,-0.07532,17342986
"2020-08-27T20:02:43.633",-12.05444,10.83374,-4.21143,0.27576,-0.12708,-0.07666,17343002
"2020-08-27T20:02:43.647",-12.83264,13.38196,-4.42505,0.26636,-0.11414,-0.07104,17343017
"2020-08-27T20:02:43.653",-13.85498,18.18848,-4.50134,0.245,-0.11096,-0.07861,17343033
"2020-08-27T20:02:43.670",-13.6261,25.81787,-3.89099,0.20325,-0.09875,-0.07788,17343049
"2020-08-27T20:02:43.685",-13.27515,30.45654,-3.12805,0.18591,-0.10107,-0.07727,17343065
"2020-08-27T20:02:43.701",-12.3291,41.18347,-0.33569,0.1228,-0.09033,-0.07471,17343080
"2020-08-27T20:02:43.716",-11.77979,47.36328,1.0376,0.08069,-0.08228,-0.07446,17343096
"2020-08-27T20:02:43.731",-9.73511,61.96594,3.23486,-0.02209,-0.06165,-0.05872,17343111
"2020-08-27T20:02:43.747",-7.98035,70.14465,3.67737,-0.12695,-0.03015,-0.0426,17343127
"2020-08-27T20:02:43.762",-3.0365,87.29553,3.44849,-0.18091,-0.01648,-0.03552,17343142
"2020-08-27T20:02:43.778",3.82996,105.13306,4.27246,-0.29517,0.0022,-0.01794,17343158
"2020-08-27T20:02:43.794",7.65991,114.50195,5.17273,-0.35547,0.00989,-0.01123,17343173
"2020-08-27T20:02:43.809",16.52527,133.75854,6.71387,-0.48999,0.03308,0.01013,17343188
"2020-08-27T20:02:43.824",21.22498,143.70728,7.21741,-0.57568,0.04565,0.02124,17343204
"2020-08-27T20:02:43.840",30.44128,164.70337,8.19397,-0.72192,0.06555,0.0481,17343219
"2020-08-27T20:02:43.855",34.24072,174.59106,8.7738,-0.89478,0.07275,0.07104,17343235
"2020-08-27T20:02:43.871",39.01672,198.66943,13.00049,-0.96143,0.07153,0.08533,17343251
"2020-08-27T20:02:43.887",42.58728,227.29492,18.23425,-1.09949,0.07703,0.11914,17343266
"2020-08-27T20:02:43.903",44.03687,243.51501,20.84351,-1.1853,0.08398,0.14209,17343282
"2020-08-27T20:02:43.918",48.46191,278.93066,24.96338,-1.36926,0.11084,0.19995,17343297
"2020-08-27T20:02:43.933",50.85754,297.07336,26.32141,-1.55042,0.15039,0.26465,17343313
"2020-08-27T20:02:43.952",57.54089,331.46667,26.70288,-1.63867,0.16357,0.29919,17343328
"2020-08-27T20:02:43.965",65.64331,361.52649,23.57483,-1.79956,0.21411,0.36108,17343344
"2020-08-27T20:02:43.979",70.0531,373.35205,21.57593,-1.89514,0.23608,0.39148,17343359
"2020-08-27T20:02:43.996",78.09448,389.26697,20.58411,-2.05994,0.26147,0.44092,17343375
"2020-08-27T20:02:44.011",80.21545,392.07458,21.74377,-2.12756,0.26428,0.44641,17343390
"2020-08-27T20:02:44.026",82.97729,386.44409,22.78137,-2.25269,0.27441,0.43481,17343406
"2020-08-27T20:02:44.041",84.7168,379.50134,21.8811,-2.45679,0.31079,0.41211,17343421
"2020-08-27T20:02:44.057",89.64539,364.28833,16.35742,-2.54907,0.32349,0.39941,17343437
"2020-08-27T20:02:44.072",94.86389,352.64587,3.02124,-2.72925,0.33276,0.3783,17343452
"2020-08-27T20:02:44.089",96.0083,347.53418,-4.19617,-2.83032,0.32422,0.36804,17343467
"2020-08-27T20:02:44.104",92.31567,340.25574,-14.05334,-3.0387,0.29895,0.35388,17343483
"2020-08-27T20:02:44.119",86.51733,338.16528,-15.07568,-3.13989,0.28394,0.34973,17343498
"2020-08-27T20:02:44.134",68.86292,333.11462,-9.70459,-3.30933,0.27454,0.34216,17343514
"2020-08-27T20:02:44.149",58.22754,328.87268,-5.34058,-3.48755,0.29272,0.33362,17343529
"2020-08-27T20:02:44.165",37.26196,321.92993,-0.56458,-3.57007,0.31531,0.33276,17343544
"2020-08-27T20:02:44.181",22.88818,324.00513,-1.20544,-3.67419,0.35791,0.33777,17343561
"2020-08-27T20:02:44.197",17.94434,330.15442,-0.41199,-3.66223,0.37024,0.34241,17343576
"2020-08-27T20:02:44.212",10.42175,346.71021,6.50024,-3.50415,0.36401,0.36438,17343592
"2020-08-27T20:02:44.228",6.40869,352.38647,12.17651,-3.37769,0.35486,0.36938,17343607
"2020-08-27T20:02:44.243",-1.0376,353.40881,23.52905,-3.11987,0.33887,0.3728,17343623
"2020-08-27T20:02:44.259",-3.23486,349.41101,28.19824,-2.88721,0.3584,0.35986,17343638
"2020-08-27T20:02:44.274",-3.95203,337.29553,33.84399,-2.78552,0.37061,0.35266,17343653
"2020-08-27T20:02:44.289",2.0752,324.41711,35.15625,-2.58862,0.4082,0.34338,17343669
"2020-08-27T20:02:44.306",8.11768,317.00134,34.83582,-2.49695,0.43127,0.33594,17343684
"2020-08-27T20:02:44.320",25.42114,302.13928,37.88757,-2.35352,0.47852,0.33362,17343700
"2020-08-27T20:02:44.336",37.21619,297.08862,43.19763,-2.29333,0.49426,0.33191,17343715
"2020-08-27T20:02:44.351",65.56702,297.45483,55.16052,-2.17932,0.52295,0.34924,17343731
"2020-08-27T20:02:44.370",80.74951,302.35291,60.54688,-2.01099,0.45459,0.37805,17343746
"2020-08-27T20:02:44.384",106.27747,317.74902,66.40625,-1.87891,0.38867,0.39221,17343763
"2020-08-27T20:02:44.398",117.12646,324.40186,56.19812,-1.50012,0.23437,0.38,17343778
"2020-08-27T20:02:44.416",115.08179,318.61877,45.6543,-1.29126,0.1731,0.35486,17343794
"2020-08-27T20:02:44.430",100.32654,289.15405,21.94214,-0.91943,0.08533,0.27222,17343809
"2020-08-27T20:02:44.445",88.98926,266.51001,11.18469,-0.65112,0.02942,0.16577,17343825
"2020-08-27T20:02:44.465",62.42371,213.24158,-5.2948,-0.56824,0.01318,0.12427,17343840
"2020-08-27T20:02:44.476",34.86633,161.95679,-16.89148,-0.43384,-0.02051,0.05896,17343855
"2020-08-27T20:02:44.492",20.1416,137.42065,-20.67566,-0.38647,-0.0271,0.0354,17343871
"2020-08-27T20:02:44.507",-7.67517,89.53857,-24.97864,-0.29138,-0.03528,0.00769,17343886
"2020-08-27T20:02:44.523",-20.46204,63.30872,-26.7334,-0.23279,-0.03491,0.00171,17343902
"2020-08-27T20:02:44.538",-43.89954,-0.67139,-32.86743,-0.11646,-0.02515,0.00024,17343917
"2020-08-27T20:02:44.553",-54.65698,-40.31372,-37.88757,-0.08484,-0.01929,0.0127,17343933
"2020-08-27T20:02:44.570",-75.37842,-136.30676,-51.83411,-0.12817,0.00977,0.06262,17343948
"2020-08-27T20:02:44.592",-91.43066,-242.75208,-65.12451,-0.27393,0.05261,0.15454,17343964
"2020-08-27T20:02:44.621",-97.39685,-297.68372,-70.73975,-0.3811,0.06555,0.22021,17343979
"2020-08-27T20:02:44.630",-109.48181,-409.05762,-80.6427,-0.68921,0.08032,0.38416,17343995
"2020-08-27T20:02:44.638",-116.62292,-464.27917,-84.59473,-0.89429,0.10706,0.48596,17344010
"2020-08-27T20:02:44.645",-128.70789,-500,-87.95166,-1.47815,0.22656,0.73437,17344025
"2020-08-27T20:02:44.661",-129.80652,-499.31335,-87.44812,-1.85388,0.30615,0.86584,17344041
"2020-08-27T20:02:44.677",-117.58423,-500,-86.9751,-2.77661,0.43933,1.08167,17344056
"2020-08-27T20:02:44.693",-96.25244,-500,-87.2345,-3.84534,0.62732,1.16882,17344073
"2020-08-27T20:02:44.709",-82.74841,-500,-80.62744,-4,0.74988,1.15002,17344088
"2020-08-27T20:02:44.724",-45.73059,-500,-57.70874,-3.99573,0.83691,0.95715,17344104
"2020-08-27T20:02:44.739",-24.56665,-500,-49.16382,-4,0.76538,0.80652,17344119
"2020-08-27T20:02:44.755",11.26099,-450.75989,-36.66687,-3.99988,0.60193,0.49524,17344134
"2020-08-27T20:02:44.770",25.63477,-375.36621,-30.2124,-3.77734,0.39893,0.26038,17344150
"2020-08-27T20:02:44.786",40.6189,-253.5553,-23.4375,-3.39673,0.32996,0.203,17344165
"2020-08-27T20:02:44.801",41.62598,-176.30005,-24.32251,-2.96301,0.25183,0.16638,17344181
"2020-08-27T20:02:44.818",38.71155,-158.84399,-26.84021,-2.78186,0.21716,0.17566,17344196
"2020-08-27T20:02:44.834",22.87292,-172.69897,-29.41895,-2.44873,0.17407,0.21521,17344212
"2020-08-27T20:02:44.848",11.0321,-197.73865,-27.64893,-2.32214,0.13489,0.23218,17344227
"2020-08-27T20:02:44.863",-19.6991,-252.21252,-16.75415,-2.14685,0.10522,0.23901,17344243
"2020-08-27T20:02:44.878",-32.50122,-272.50671,-10.86426,-2.04236,0.13074,0.24963,17344258
"2020-08-27T20:02:44.895",-50.14038,-302.35291,-3.0365,-1.98828,0.15015,0.2627,17344274
"2020-08-27T20:02:44.910",-58.01392,-324.69177,-2.2583,-1.92151,0.1709,0.28296,17344290
"2020-08-27T20:02:44.926",-59.55505,-333.26721,-3.90625,-1.92126,0.17358,0.28625,17344305
"2020-08-27T20:02:44.941",-59.90601,-341.29333,-6.86646,-1.91956,0.17615,0.2738,17344321
"2020-08-27T20:02:44.957",-59.69238,-339.03503,-7.32422,-1.90002,0.18079,0.26135,17344336
"2020-08-27T20:02:44.973",-56.1676,-323.16589,-7.18689,-1.80029,0.18335,0.22559,17344352
"2020-08-27T20:02:44.988",-52.90222,-311.70654,-6.92749,-1.65735,0.17517,0.18738,17344367
"2020-08-27T20:02:45.004",-44.84558,-287.67395,-5.67627,-1.57642,0.16431,0.17175,17344383
"2020-08-27T20:02:45.019",-39.26086,-265.85388,-4.3335,-1.38171,0.12366,0.13306,17344398
"2020-08-27T20:02:45.036",-38.90991,-256.36292,-3.7384,-1.28418,0.10779,0.12451,17344414
"2020-08-27T20:02:45.049",-41.56494,-237.89978,-3.2959,-1.09888,0.08228,0.10291,17344429
"2020-08-27T20:02:45.065",-43.5791,-228.86658,-2.99072,-1.00525,0.07422,0.09106,17344444
"2020-08-27T20:02:45.085",-47.16492,-210.99854,-1.28174,-0.84338,0.05786,0.07568,17344460
"2020-08-27T20:02:45.096",-48.50769,-201.72119,-0.12207,-0.70215,0.05139,0.05359,17344475
"2020-08-27T20:02:45.113",-49.63684,-182.9834,3.35693,-0.63745,0.04968,0.04761,17344491
"2020-08-27T20:02:45.127",-48.12622,-164.79492,6.91223,-0.51257,0.03418,0.03174,17344506
"2020-08-27T20:02:45.145",-47.40906,-155.97534,8.0719,-0.45178,0.02063,0.02295,17344522
"2020-08-27T20:02:45.157",-46.93604,-138.35144,9.68933,-0.32886,-0.00427,0.01001,17344537
"2020-08-27T20:02:45.173",-46.70715,-130.05066,10.39124,-0.2666,-0.01196,0.00854,17344552
"2020-08-27T20:02:45.189",-45.66956,-114.97498,11.01685,-0.17297,-0.02087,-0.00171,17344568
"2020-08-27T20:02:45.205",-42.05322,-100.25024,10.25391,-0.09546,-0.01526,-0.00781,17344585
"2020-08-27T20:02:45.221",-39.26086,-93.24646,8.72803,-0.04541,-0.01636,-0.00891,17344600
"2020-08-27T20:02:45.236",-32.31812,-82.09229,3.87573,0.05444,-0.01111,-0.01086,17344616
"2020-08-27T20:02:45.251",-28.04565,-78.59802,1.32751,0.09924,-0.01746,-0.01392,17344631
"2020-08-27T20:02:45.267",-19.59229,-74.92065,-3.92151,0.15259,-0.03162,-0.01782,17344646
"2020-08-27T20:02:45.282",-15.96069,-73.47107,-6.05774,0.1925,-0.05078,-0.02625,17344662
"2020-08-27T20:02:45.298",-10.00977,-71.04492,-8.04138,0.19861,-0.06116,-0.02905,17344677
"2020-08-27T20:02:45.314",-5.75256,-67.70325,-7.17163,0.21411,-0.08289,-0.03711,17344693
"2020-08-27T20:02:45.330",-4.04358,-65.56702,-6.5155,0.21875,-0.09131,-0.04431,17344708
"2020-08-27T20:02:45.349",-1.83105,-61.38611,-5.18799,0.23853,-0.10266,-0.05591,17344724
"2020-08-27T20:02:45.360",-0.88501,-59.21936,-4.44031,0.25195,-0.10632,-0.05725,17344739
"2020-08-27T20:02:45.375",0.22888,-54.22974,-2.73132,0.27563,-0.11377,-0.0658,17344755
"2020-08-27T20:02:45.391",0.59509,-51.66626,-1.44958,0.30286,-0.12109,-0.07605,17344771
"2020-08-27T20:02:45.408",0.99182,-46.81396,0.93079,0.31165,-0.11768,-0.08301,17344787
"2020-08-27T20:02:45.423",1.58691,-42.51099,2.45667,0.29993,-0.11243,-0.09009,17344802
"2020-08-27T20:02:45.438",1.83105,-39.35242,3.11279,0.26819,-0.11084,-0.09265,17344818
"2020-08-27T20:02:45.453",2.60925,-28.65601,5.79834,0.2002,-0.09729,-0.10095,17344833
"2020-08-27T20:02:45.469",3.35693,-20.95032,7.8125,0.11865,-0.08875,-0.1062,17344849
"2020-08-27T20:02:45.484",5.70679,-1.20544,12.39014,0.06763,-0.08643,-0.10645,17344864
"2020-08-27T20:02:45.501",7.20215,10.89478,13.8092,-0.03662,-0.08008,-0.09436,17344879
"2020-08-27T20:02:45.520",10.34546,37.71973,13.45825,-0.08496,-0.07642,-0.09009,17344895
"2020-08-27T20:02:45.532",14.02283,65.81116,9.46045,-0.16577,-0.0675,-0.06836,17344910
"2020-08-27T20:02:45.548",15.77759,79.8645,6.60706,-0.1991,-0.06665,-0.05847,17344926
"2020-08-27T20:02:45.562",18.79883,107.74231,0.48828,-0.27087,-0.05713,-0.03809,17344941
"2020-08-27T20:02:45.582",19.97375,121.84143,-2.34985,-0.30811,-0.05042,-0.02588,17344957
"2020-08-27T20:02:45.615",22.7356,149.93286,-8.48389,-0.40942,-0.03113,0.0022,17344972
"2020-08-27T20:02:45.621",24.44458,164.26086,-12.29858,-0.5564,0.00024,0.03809,17344988
"2020-08-27T20:02:45.631",29.40369,193.22205,-20.72144,-0.63647,0.02454,0.05444,17345003
"2020-08-27T20:02:45.639",37.17041,222.01538,-26.79443,-0.8186,0.08142,0.09839,17345019
"2020-08-27T20:02:45.654",42.19055,236.12976,-27.11487,-0.91345,0.10413,0.1178,17345034
"2020-08-27T20:02:45.670",52.64282,264.55688,-20.96558,-1.09937,0.14404,0.16296,17345049
"2020-08-27T20:02:45.686",58.25806,279.09851,-14.67896,-1.18408,0.1582,0.1886,17345065
"2020-08-27T20:02:45.702",70.8313,309.43298,0.35095,-1.28723,0.17517,0.24292,17345080
"2020-08-27T20:02:45.717",82.80945,336.91406,12.66479,-1.37659,0.17517,0.29272,17345097
"2020-08-27T20:02:45.733",87.76855,347.94617,16.03699,-1.45813,0.17334,0.31628,17345112
"2020-08-27T20:02:45.748",96.05408,362.94556,17.56287,-1.63843,0.17859,0.35693,17345128
"2020-08-27T20:02:45.766",99.01428,367.23328,16.02173,-1.71741,0.17249,0.36707,17345143
"2020-08-27T20:02:45.779",98.0072,366.85181,10.71167,-1.90784,0.16516,0.37134,17345158
"2020-08-27T20:02:45.795",94.39087,362.86926,7.12585,-2.16785,0.14612,0.35974,17345174
"2020-08-27T20:02:45.810",82.94678,354.69055,0.57983,-2.30103,0.13977,0.34985,17345189
"2020-08-27T20:02:45.826",69.47327,354.66003,-4.76074,-2.5636,0.15161,0.34192,17345205
"2020-08-27T20:02:45.843",62.66785,359.13086,-6.88171,-2.67041,0.16235,0.35022,17345220
"2020-08-27T20:02:45.859",48.14148,371.68884,-10.55908,-2.79919,0.19299,0.37146,17345236
"2020-08-27T20:02:45.872",41.33606,376.84631,-11.93237,-2.84985,0.21021,0.38086,17345251
"2020-08-27T20:02:45.887",28.33557,377.54822,-15.35034,-2.94958,0.26282,0.39563,17345267
"2020-08-27T20:02:45.903",22.33887,371.20056,-16.23535,-3.08923,0.31909,0.38062,17345282
"2020-08-27T20:02:45.919",11.58142,349.4873,-13.87024,-3.17163,0.34473,0.36768,17345298
"2020-08-27T20:02:45.934",4.22668,326.93481,-7.70569,-3.37976,0.39612,0.34741,17345314
"2020-08-27T20:02:45.950",2.63977,319.56482,-4.0741,-3.48474,0.42737,0.33667,17345329
"2020-08-27T20:02:45.965",6.72913,321.12122,2.50244,-3.54724,0.45959,0.323,17345345
"2020-08-27T20:02:45.981",12.16125,328.50647,4.45557,-3.50989,0.45825,0.32922,17345360
"2020-08-27T20:02:45.996",23.92578,346.22192,5.47791,-3.36694,0.42639,0.34387,17345376
"2020-08-27T20:02:46.012",28.91541,352.17285,5.17273,-3.17261,0.39746,0.36121,17345391
"2020-08-27T20:02:46.027",36.59058,350.6012,5.47791,-3.0802,0.39001,0.35937,17345407
"2020-08-27T20:02:46.042",43.54858,335.46448,8.5907,-2.93835,0.38354,0.34424,17345422
"2020-08-27T20:02:46.059",47.3175,328.35388,10.25391,-2.85779,0.37524,0.32922,17345437
"2020-08-27T20:02:46.073",56.03027,317.03186,12.75635,-2.64661,0.36035,0.31128,17345453
"2020-08-27T20:02:46.088",60.2417,310.82153,12.87842,-2.54395,0.35144,0.29883,17345468
"2020-08-27T20:02:46.104",68.35938,297.02759,11.45935,-2.34973,0.3783,0.27844,17345484
"2020-08-27T20:02:46.119",73.83728,291.30554,12.43591,-2.16467,0.37781,0.26636,17345499
"2020-08-27T20:02:46.137",86.56311,285.73608,20.72144,-2.08203,0.3595,0.27136,17345515
"2020-08-27T20:02:46.150",96.02356,286.19385,33.85925,-1.93286,0.31714,0.2782,17345530
"2020-08-27T20:02:46.166",98.526,287.59766,39.36768,-1.8479,0.28052,0.28479,17345546
"2020-08-27T20:02:46.181",96.60339,290.14587,42.72461,-1.651,0.19641,0.28503,17345561
"2020-08-27T20:02:46.197",92.22412,289.53552,40.14587,-1.52026,0.15527,0.27686,17345576
"2020-08-27T20:02:46.220",75.89722,278.12195,28.71704,-1.21826,0.06995,0.23425,17345592
"2020-08-27T20:02:46.229",49.3927,252.05994,13.01575,-0.92651,-0.00964,0.18396,17345609
"2020-08-27T20:02:46.245",32.79114,235.12268,5.7373,-0.80005,-0.03284,0.15234,17345625
"2020-08-27T20:02:46.260",-1.25122,195.95337,-7.33948,-0.58289,-0.06372,0.10144,17345640
"2020-08-27T20:02:46.276",-18.99719,172.42432,-12.93945,-0.48291,-0.07043,0.08081,17345655
"2020-08-27T20:02:46.291",-55.16052,117.50793,-21.66748,-0.32007,-0.06848,0.0448,17345671
"2020-08-27T20:02:46.307",-72.34192,87.4176,-25.58899,-0.20142,-0.05042,0.03308,17345686
"2020-08-27T20:02:46.326",-103.27148,20.01953,-31.32629,-0.16321,-0.02637,0.03711,17345702
"2020-08-27T20:02:46.338",-123.39783,-60.63843,-34.79004,-0.12024,0.03992,0.05774,17345717
"2020-08-27T20:02:46.354",-128.43323,-105.86548,-37.52136,-0.13647,0.07629,0.08142,17345733
"2020-08-27T20:02:46.369",-130.40161,-201.06506,-47.43958,-0.23022,0.13184,0.14648,17345748
"2020-08-27T20:02:46.385",-128.87573,-250.15259,-54.91638,-0.30859,0.15771,0.18982,17345764
"2020-08-27T20:02:46.399",-123.4436,-350.41809,-74.35608,-0.60327,0.22156,0.31641,17345779
"2020-08-27T20:02:46.415",-119.04907,-400.61951,-85.4187,-1.0072,0.2926,0.48547,17345795
"2020-08-27T20:02:46.431",-106.56738,-496.24634,-105.69763,-1.23938,0.33118,0.58691,17345810
"2020-08-27T20:02:46.446",-88.1958,-499.45068,-116.28723,-1.87488,0.4259,0.81409,17345826
"2020-08-27T20:02:46.464",-77.72827,-499.83215,-114.02893,-2.30603,0.49744,0.93311,17345841
"2020-08-27T20:02:46.477",-52.30713,-500,-91.84265,-3.37427,0.67688,1.08826,17345857
"2020-08-27T20:02:46.493",-33.75244,-500,-75.98877,-3.91199,0.79883,1.10303,17345872
"2020-08-27T20:02:46.508",16.3269,-500,-41.87012,-3.99622,0.89526,0.9447,17345888
"2020-08-27T20:02:46.529",39.79492,-500,-26.71814,-4,0.7749,0.65247,17345903
"2020-08-27T20:02:46.540",80.18494,-470.53528,-12.80212,-4,0.64526,0.50452,17345919
"2020-08-27T20:02:46.555",102.09656,-328.68958,-12.96997,-3.83643,0.37646,0.27087,17345934
"2020-08-27T20:02:46.572",102.61536,-271.48437,-13.29041,-3.46924,0.27551,0.20044,17345950
"2020-08-27T20:02:46.589",83.02307,-192.7948,-8.49915,-2.92676,0.12964,0.13477,17345965
"2020-08-27T20:02:46.619",64.39209,-175.33875,-5.11169,-2.7323,0.08325,0.13184,17345980
"2020-08-27T20:02:46.629",13.25989,-185.60791,4.54712,-2.42639,0.0271,0.15405,17345996
"2020-08-27T20:02:46.633",-15.19775,-208.02307,13.67187,-2.2417,0.04993,0.20227,17346012
"2020-08-27T20:02:46.649",-67.71851,-258.66699,32.39441,-2.1908,0.08325,0.22095,17346027
"2020-08-27T20:02:46.663",-103.65295,-293.77747,41.0614,-2.13757,0.14758,0.26074,17346043
"2020-08-27T20:02:46.678",-115.26489,-305.28259,40.92407,-2.10266,0.17932,0.27246,17346058
"2020-08-27T20:02:46.694",-128.15857,-321.91467,33.02002,-2.06091,0.22754,0.297,17346073
"2020-08-27T20:02:46.709",-129.71497,-326.85852,25.80261,-2.05884,0.24182,0.30237,17346089
"2020-08-27T20:02:46.725",-126.44958,-327.85034,10.19287,-2.03467,0.25757,0.28503,17346104
"2020-08-27T20:02:46.741",-117.98096,-312.22534,-1.63269,-1.90613,0.25293,0.24243,17346121
"2020-08-27T20:02:46.757",-112.24365,-298.85864,-5.59998,-1.81287,0.24707,0.21423,17346136
"2020-08-27T20:02:46.773",-97.88513,-268.00537,-12.10022,-1.59375,0.24731,0.17139,17346152
"2020-08-27T20:02:46.787",-89.44702,-253.7384,-14.64844,-1.48523,0.23865,0.15271,17346167
"2020-08-27T20:02:46.803",-72.75391,-231.32324,-17.79175,-1.30481,0.22522,0.13391,17346182
"2020-08-27T20:02:46.818",-64.66675,-223.64807,-18.24951,-1.17554,0.20374,0.11731,17346198
"2020-08-27T20:02:46.834",-51.08643,-211.42578,-15.96069,-1.11011,0.18335,0.10962,17346213
"2020-08-27T20:02:46.849",-41.39709,-200.57678,-12.37488,-0.95996,0.14966,0.09509,17346229
"2020-08-27T20:02:46.866",-37.13989,-195.40405,-9.68933,-0.88586,0.13745,0.09058,17346244
"2020-08-27T20:02:46.880",-28.27454,-184.58557,-4.60815,-0.73584,0.10315,0.07288,17346260
"2020-08-27T20:02:46.896",-24.45984,-178.77197,-2.50244,-0.66919,0.08289,0.06897,17346275
"2020-08-27T20:02:46.911",-18.4021,-165.29846,1.9989,-0.54651,0.05151,0.05334,17346291
"2020-08-27T20:02:46.927",-16.23535,-157.94373,3.98254,-0.42908,0.02026,0.03674,17346306
"2020-08-27T20:02:46.943",-13.77869,-145.18738,5.72205,-0.36951,0.00806,0.02844,17346322
"2020-08-27T20:02:46.958",-13.45825,-135.45227,4.86755,-0.28113,-0.00464,0.01538,17346338
"2020-08-27T20:02:46.974",-12.80212,-129.16565,4.65393,-0.25037,-0.01086,0.01074,17346353
"2020-08-27T20:02:46.989",-10.78796,-113.20496,6.71387,-0.19519,-0.03308,-0.00342,17346369
"2020-08-27T20:02:47.005",-10.16235,-104.35486,7.76672,-0.17004,-0.04944,-0.00439,17346384
"2020-08-27T20:02:47.020",-10.57434,-86.18164,6.75964,-0.11084,-0.07483,-0.0155,17346400
"2020-08-27T20:02:47.037",-11.3678,-77.71301,4.60815,-0.04297,-0.09399,-0.01648,17346415
"2020-08-27T20:02:47.052",-13.70239,-64.40735,-1.8158,-0.00793,-0.09766,-0.02148,17346431
"2020-08-27T20:02:47.067",-16.02173,-55.45044,-7.99561,0.04785,-0.10242,-0.02478,17346446
"2020-08-27T20:02:47.084",-16.98303,-51.05591,-10.0708,0.05847,-0.10852,-0.03076,17346462
"2020-08-27T20:02:47.098",-18.72253,-39.99329,-11.87134,0.104,-0.10754,-0.03418,17346477
