"Time","Gx","Gy","Gz","Ax","Ay","Az","ts"
"2020-08-27T20:03:18.999",6.10352,363.22021,-18.41736,-2.67993,0.5,0.41394,17378378
"2020-08-27T20:03:19.015",16.18958,331.57349,-3.84521,-2.41296,0.50525,0.35693,17378394
"2020-08-27T20:03:19.030",22.90344,315.70435,4.21143,-2.19873,0.49194,0.2981,17378409
"2020-08-27T20:03:19.047",37.2467,287.53662,17.48657,-2.10706,0.49487,0.27954,17378425
"2020-08-27T20:03:19.061",54.84009,265.96069,29.64783,-1.95532,0.49207,0.25549,17378440
"2020-08-27T20:03:19.076",65.17029,259.18579,36.48376,-1.89612,0.4873,0.25281,17378456
"2020-08-27T20:03:19.092",88.28735,254.44031,50.20142,-1.75317,0.46216,0.26147,17378471
"2020-08-27T20:03:19.110",99.60938,255.56946,54.06189,-1.66492,0.43066,0.27148,17378487
"2020-08-27T20:03:19.123",117.87415,260.63538,50.14038,-1.48645,0.32922,0.28125,17378502
"2020-08-27T20:03:19.138",122.78748,263.50403,41.97693,-1.24512,0.19043,0.26758,17378518
"2020-08-27T20:03:19.154",120.02563,266.3269,18.05115,-1.10254,0.12915,0.25281,17378533
"2020-08-27T20:03:19.169",102.64587,256.17981,-8.31604,-0.80347,0.02942,0.21362,17378549
"2020-08-27T20:03:19.187",89.09607,244.47632,-20.29419,-0.67041,-0.00903,0.18188,17378565
"2020-08-27T20:03:19.202",57.55615,209.33533,-37.56714,-0.44531,-0.05591,0.1283,17378581
"2020-08-27T20:03:19.217",40.51208,186.32507,-42.8772,-0.27368,-0.09875,0.0708,17378596
"2020-08-27T20:03:19.232",2.86865,132.5531,-47.60742,-0.20862,-0.11719,0.04785,17378612
"2020-08-27T20:03:19.248",-35.61401,71.30432,-48.23303,-0.11633,-0.12622,0.01733,17378627
"2020-08-27T20:03:19.263",-53.28369,38.89465,-48.18726,-0.08472,-0.11304,0.01099,17378643
"2020-08-27T20:03:19.279",-81.26831,-31.63147,-48.37036,-0.04956,-0.08191,0.02075,17378658
"2020-08-27T20:03:19.294",-91.81213,-71.13647,-48.47717,-0.05042,-0.05823,0.03284,17378673
"2020-08-27T20:03:19.310",-106.5979,-159.88159,-50.8728,-0.09351,-0.01819,0.0863,17378689
"2020-08-27T20:03:19.327",-112.09106,-210.31189,-54.6875,-0.19824,0.03406,0.18799,17378705
"2020-08-27T20:03:19.341",-119.1864,-322.78442,-71.31958,-0.29944,0.04651,0.26013,17378720
"2020-08-27T20:03:19.356",-125.68665,-444.58008,-93.55164,-0.61194,0.06335,0.45593,17378736
"2020-08-27T20:03:19.372",-129.82178,-497.49756,-102.32544,-0.84644,0.09558,0.57886,17378751
"2020-08-27T20:03:19.387",-133.04138,-499.28284,-110.06165,-1.50525,0.22998,0.86804,17378767
"2020-08-27T20:03:19.404",-129.11987,-499.84741,-110.29053,-1.9978,0.31042,1.02686,17378783
"2020-08-27T20:03:19.419",-110.56519,-499.98474,-105.46875,-3.31226,0.52112,1.26587,17378799
"2020-08-27T20:03:19.437",-77.40784,-500,-86.44104,-4,0.82568,1.29248,17378814
"2020-08-27T20:03:19.450",-51.34583,-500,-75.3479,-3.99329,0.98669,1.1925,17378829
"2020-08-27T20:03:19.465",14.48059,-500,-53.26843,-4,1.02539,0.79114,17378845
"2020-08-27T20:03:19.481",49.17908,-497.61963,-42.89246,-4,0.86487,0.58032,17378860
"2020-08-27T20:03:19.497",98.25134,-356.30798,-29.80042,-3.99597,0.48279,0.26025,17378876
"2020-08-27T20:03:19.512",110.44312,-282.95898,-26.82495,-3.50122,0.21936,0.13135,17378892
"2020-08-27T20:03:19.528",108.45947,-177.36816,-24.20044,-3.30164,0.16284,0.11243,17378907
"2020-08-27T20:03:19.545",84.6405,-136.56616,-28.12195,-2.94763,0.0625,0.10645,17378923
"2020-08-27T20:03:19.559",64.16321,-145.18738,-29.37317,-2.79834,0.03723,0.11646,17378938
"2020-08-27T20:03:19.574",13.74817,-207.10754,-21.54541,-2.55383,0.03381,0.15881,17378954
"2020-08-27T20:03:19.590",-11.18469,-241.37878,-11.24573,-2.48315,0.04773,0.17432,17378969
"2020-08-27T20:03:19.612",-51.26953,-287.39929,9.38416,-2.34131,0.09265,0.20557,17378985
"2020-08-27T20:03:19.643",-65.76538,-302.6886,16.81519,-2.20862,0.17334,0.23853,17379000
"2020-08-27T20:03:19.651",-81.6803,-325.54626,27.78625,-2.15405,0.20898,0.25684,17379016
"2020-08-27T20:03:19.661",-82.32117,-338.13477,28.96118,-2.11072,0.23462,0.27234,17379031
"2020-08-27T20:03:19.667",-80.49011,-340.25574,27.6947,-2.07361,0.23816,0.26746,17379047
"2020-08-27T20:03:19.683",-75.54626,-335.03723,25.20752,-1.96802,0.23181,0.2478,17379062
"2020-08-27T20:03:19.699",-72.90649,-328.09448,23.40698,-1.90515,0.22961,0.23523,17379078
"2020-08-27T20:03:19.720",-67.42859,-312.45422,16.52527,-1.74878,0.21973,0.2113,17379094
"2020-08-27T20:03:19.738",-60.85205,-298.26355,6.073,-1.59692,0.20007,0.18994,17379109
"2020-08-27T20:03:19.754",-57.63245,-291.18347,1.4801,-1.51367,0.1897,0.17932,17379125
"2020-08-27T20:03:19.760",-51.26953,-276.76392,-3.15857,-1.36121,0.16492,0.15942,17379140
"2020-08-27T20:03:19.776",-48.67554,-268.78357,-3.08228,-1.29041,0.15747,0.14734,17379155
"2020-08-27T20:03:19.791",-44.18945,-252.50244,-1.63269,-1.11743,0.13599,0.12549,17379170
"2020-08-27T20:03:19.806",-42.12952,-244.72046,-0.13733,-1.02979,0.12402,0.11584,17379185
"2020-08-27T20:03:19.821",-39.19983,-230.17883,3.86047,-0.86731,0.09045,0.09558,17379201
"2020-08-27T20:03:19.839",-38.25378,-223.23608,4.79126,-0.79309,0.0741,0.08936,17379216
"2020-08-27T20:03:19.852",-36.66687,-209.77783,4.83704,-0.65308,0.04285,0.0708,17379232
"2020-08-27T20:03:19.868",-36.71265,-202.10266,4.54712,-0.55676,0.01892,0.04761,17379247
"2020-08-27T20:03:19.883",-37.71973,-181.70166,5.5542,-0.51624,0.01416,0.0387,17379262
"2020-08-27T20:03:19.898",-37.5824,-158.12683,8.39233,-0.4397,0.00305,0.0199,17379278
"2020-08-27T20:03:19.916",-36.62109,-145.85876,8.8501,-0.38501,0.00037,0.01221,17379293
"2020-08-27T20:03:19.931",-34.13391,-123.74878,6.54602,-0.27588,-0.01282,0.00256,17379310
"2020-08-27T20:03:19.947",-32.50122,-113.14392,4.92859,-0.13477,-0.02307,-0.0127,17379325
"2020-08-27T20:03:19.961",-28.2135,-95.26062,1.9989,-0.07886,-0.02454,-0.01233,17379341
"2020-08-27T20:03:19.977",-22.30835,-82.47375,-2.31934,0.00928,-0.03223,-0.01636,17379356
"2020-08-27T20:03:19.992",-19.48547,-77.6062,-4.47083,0.04333,-0.04004,-0.01855,17379372
"2020-08-27T20:03:20.009",-14.48059,-69.64111,-8.255,0.11694,-0.04858,-0.02197,17379387
"2020-08-27T20:03:20.024",-12.3291,-66.11633,-8.78906,0.14856,-0.04919,-0.02258,17379403
"2020-08-27T20:03:20.039",-7.41577,-60.30273,-7.01904,0.19031,-0.05823,-0.03186,17379418
"2020-08-27T20:03:20.057",-5.21851,-58.07495,-6.2561,0.21301,-0.07129,-0.0376,17379434
"2020-08-27T20:03:20.070",-1.43433,-54.12292,-6.7749,0.2262,-0.07922,-0.0415,17379449
"2020-08-27T20:03:20.085",0.79346,-49.1333,-7.67517,0.2688,-0.09192,-0.05029,17379465
"2020-08-27T20:03:20.105",1.51062,-46.6156,-7.47681,0.28833,-0.09766,-0.05383,17379480
"2020-08-27T20:03:20.122",2.7771,-41.77856,-5.15747,0.32397,-0.0957,-0.06226,17379496
"2020-08-27T20:03:20.134",3.70789,-39.12354,-3.37219,0.33594,-0.09473,-0.06592,17379511
"2020-08-27T20:03:20.147",6.27136,-33.72192,0.4425,0.36377,-0.09192,-0.07568,17379527
"2020-08-27T20:03:20.163",7.75146,-30.88379,2.27356,0.37183,-0.09265,-0.08508,17379542
"2020-08-27T20:03:20.181",10.75745,-24.27673,5.75256,0.36292,-0.09192,-0.0907,17379558
"2020-08-27T20:03:20.195",12.93945,-15.67078,9.46045,0.34131,-0.09607,-0.10144,17379574
"2020-08-27T20:03:20.211",13.68713,-10.34546,11.73401,0.32129,-0.104,-0.10999,17379589
"2020-08-27T20:03:20.227",13.48877,3.58582,16.86096,0.25647,-0.12073,-0.11365,17379606
"2020-08-27T20:03:20.242",12.60376,12.34436,19.19556,0.16211,-0.13611,-0.11731,17379621
"2020-08-27T20:03:20.258",10.08606,32.69958,21.9574,0.10986,-0.14087,-0.1123,17379637
"2020-08-27T20:03:20.274",7.41577,53.87878,19.79065,0.01978,-0.14172,-0.10376,17379652
"2020-08-27T20:03:20.289",6.80542,63.76648,17.31873,-0.00867,-0.13403,-0.09619,17379668
"2020-08-27T20:03:20.304",7.08008,80.29175,10.69641,-0.04272,-0.10962,-0.07813,17379683
"2020-08-27T20:03:20.320",8.19397,86.62415,7.87354,-0.09802,-0.09534,-0.06995,17379699
"2020-08-27T20:03:20.335",11.44409,96.80176,2.59399,-0.13574,-0.08777,-0.06287,17379715
"2020-08-27T20:03:20.352",15.12146,106.04858,-3.20435,-0.25037,-0.0697,-0.05237,17379730
"2020-08-27T20:03:20.366",17.22717,111.17554,-6.5918,-0.3252,-0.05579,-0.04712,17379746
"2020-08-27T20:03:20.382",21.98792,124.2981,-13.42773,-0.46399,-0.02722,-0.03723,17379761
"2020-08-27T20:03:20.397",24.38354,132.18689,-16.23535,-0.53003,-0.01868,-0.02991,17379777
"2020-08-27T20:03:20.413",28.01514,150.5127,-18.72253,-0.68311,0.00757,-0.00928,17379792
"2020-08-27T20:03:20.429",29.67834,161.17859,-17.94434,-0.88013,0.04138,0.01575,17379808
"2020-08-27T20:03:20.445",33.12683,187.33215,-12.86316,-0.99341,0.0636,0.03381,17379824
"2020-08-27T20:03:20.460",38.19275,223.92273,-5.17273,-1.21619,0.10474,0.08484,17379839
"2020-08-27T20:03:20.475",41.07666,246.59729,-1.57166,-1.33374,0.11816,0.1156,17379855
"2020-08-27T20:03:20.492",46.4325,297.72949,3.89099,-1.56885,0.15222,0.20312,17379870
"2020-08-27T20:03:20.506",48.88916,323.66943,6.80542,-1.67603,0.17761,0.25134,17379885
"2020-08-27T20:03:20.522",54.76379,370.17822,14.93835,-1.81128,0.2052,0.34058,17379901
"2020-08-27T20:03:20.537",57.40356,388.51929,18.69202,-1.8988,0.18982,0.41003,17379917
"2020-08-27T20:03:20.553",60.05859,413.34534,20.88928,-1.93713,0.18616,0.43652,17379932
"2020-08-27T20:03:20.569",57.89185,419.02161,19.21082,-2.03516,0.20471,0.46411,17379947
"2020-08-27T20:03:20.586",55.49622,412.65869,17.48657,-2.08667,0.20898,0.4624,17379963
"2020-08-27T20:03:20.599",49.3927,386.24573,12.95471,-2.21094,0.23962,0.4187,17379978
"2020-08-27T20:03:20.625",47.97363,369.9646,10.05554,-2.3042,0.26038,0.39221,17379994
"2020-08-27T20:03:20.646",50.07935,340.9729,2.16675,-2.52551,0.3158,0.34912,17380009
"2020-08-27T20:03:20.661",55.3894,322.69287,-7.47681,-2.74304,0.36292,0.33228,17380025
"2020-08-27T20:03:20.665",58.9447,316.29944,-12.08496,-2.88525,0.3844,0.33203,17380041
"2020-08-27T20:03:20.678",65.17029,308.82263,-17.33398,-3.20374,0.42017,0.34412,17380056
"2020-08-27T20:03:20.692",67.26074,308.82263,-17.39502,-3.35327,0.42615,0.34827,17380071
"2020-08-27T20:03:20.707",69.82422,320.28198,-12.03918,-3.52649,0.44409,0.37439,17380087
"2020-08-27T20:03:20.723",71.24329,329.14734,-6.57654,-3.55212,0.44568,0.39172,17380102
"2020-08-27T20:03:20.740",73.42529,344.84863,4.92859,-3.52832,0.45337,0.42834,17380119
"2020-08-27T20:03:20.755",73.31848,350.69275,12.0697,-3.54272,0.4375,0.4502,17380134
"2020-08-27T20:03:20.771",71.73157,350.37231,12.78687,-3.5387,0.41772,0.45508,17380150
"2020-08-27T20:03:20.786",66.2384,347.83936,7.1106,-3.45129,0.38477,0.44873,17380165
"2020-08-27T20:03:20.801",63.15613,345.93201,2.01416,-3.36462,0.38232,0.43799,17380181
"2020-08-27T20:03:20.817",59.021,339.46228,-8.78906,-3.17505,0.39307,0.4165,17380196
"2020-08-27T20:03:20.833",58.99048,335.58655,-13.41248,-2.93835,0.40918,0.39282,17380212
"2020-08-27T20:03:20.850",62.01172,325.97351,-19.13452,-2.84363,0.40625,0.38,17380227
"2020-08-27T20:03:20.864",62.16431,315.7196,-19.30237,-2.69788,0.3844,0.35815,17380243
"2020-08-27T20:03:20.879",59.86023,311.35559,-16.86096,-2.64331,0.38708,0.35474,17380258
"2020-08-27T20:03:20.895",55.00793,311.41663,-5.79834,-2.52124,0.3877,0.35498,17380274
"2020-08-27T20:03:20.910",53.26843,316.34521,1.09863,-2.42871,0.38403,0.3623,17380289
"2020-08-27T20:03:20.928",50.55237,328.47595,12.86316,-2.19165,0.35535,0.37305,17380305
"2020-08-27T20:03:20.942",48.75183,332.97729,15.83862,-1.89001,0.29553,0.37085,17380321
"2020-08-27T20:03:20.957",42.98401,335.80017,14.87732,-1.71924,0.26294,0.36475,17380336
"2020-08-27T20:03:20.973",34.48486,327.98767,5.61523,-1.32373,0.19788,0.328,17380352
"2020-08-27T20:03:20.988",29.72412,319.03076,1.06812,-1.14075,0.17029,0.30493,17380367
"2020-08-27T20:03:21.004",19.08875,291.45813,-4.62341,-0.82446,0.11633,0.24536,17380383
"2020-08-27T20:03:21.020",13.16833,273.31543,-6.28662,-0.55774,0.07422,0.18188,17380398
"2020-08-27T20:03:21.035",1.0376,229.17175,-9.49097,-0.44922,0.0603,0.15332,17380414
"2020-08-27T20:03:21.050",-11.33728,178.05481,-10.81848,-0.31128,0.04724,0.10144,17380429
"2020-08-27T20:03:21.068",-16.922,151.6571,-9.47571,-0.26575,0.04333,0.07971,17380445
"2020-08-27T20:03:21.081",-26.94702,95.33691,-4.65393,-0.16626,0.03748,0.04724,17380460
"2020-08-27T20:03:21.096",-31.18896,62.22534,-2.96021,-0.125,0.04224,0.03735,17380476
"2020-08-27T20:03:21.112",-36.66687,-11.79504,-2.01416,-0.08838,0.05762,0.02527,17380491
"2020-08-27T20:03:21.127",-37.5061,-50.46082,-3.15857,-0.13135,0.06946,0.03784,17380507
"2020-08-27T20:03:21.146",-36.78894,-126.54114,-6.74438,-0.17407,0.0741,0.05261,17380522
"2020-08-27T20:03:21.159",-34.95789,-200.48523,-12.23755,-0.2821,0.07129,0.10352,17380539
"2020-08-27T20:03:21.176",-35.23254,-238.47961,-16.17432,-0.34485,0.0575,0.14075,17380554
"2020-08-27T20:03:21.190",-42.90771,-323.0896,-26.13831,-0.50671,0.02795,0.24158,17380569
"2020-08-27T20:03:21.206",-50.27771,-371.521,-31.21948,-0.63611,0.02795,0.31384,17380585
"2020-08-27T20:03:21.221",-68.61877,-472.71729,-39.04724,-1.07385,0.06335,0.49756,17380600
"2020-08-27T20:03:21.252",-77.78931,-500,-40.71045,-1.74719,0.15637,0.71313,17380616
"2020-08-27T20:03:21.253",-92.92603,-499.42017,-39.65759,-2.19336,0.23206,0.81982,17380631
"2020-08-27T20:03:21.268",-100.6012,-500,-30.12085,-3.20911,0.47046,0.98108,17380647
"2020-08-27T20:03:21.283",-97.24426,-499.98474,-21.16394,-3.70532,0.61829,1.00208,17380662
"2020-08-27T20:03:21.299",-70.48035,-500,-1.46484,-4,0.76599,0.89136,17380678
"2020-08-27T20:03:21.314",-50.65918,-500,4.28772,-3.99414,0.78284,0.78723,17380693
"2020-08-27T20:03:21.329",-8.01086,-467.2699,7.8125,-4,0.6543,0.51074,17380709
"2020-08-27T20:03:21.346",8.57544,-396.71326,7.26318,-3.95947,0.39526,0.26331,17380724
"2020-08-27T20:03:21.362",25.58899,-263.8855,0.74768,-3.68994,0.29053,0.18835,17380740
"2020-08-27T20:03:21.376",21.91162,-166.97693,-10.14709,-3.26111,0.19299,0.14233,17380755
"2020-08-27T20:03:21.392",15.50293,-140.79285,-16.28113,-3.11011,0.18384,0.15186,17380771
"2020-08-27T20:03:21.407",-5.70679,-148.40698,-29.72412,-2.83667,0.18018,0.21399,17380786
"2020-08-27T20:03:21.422",-20.32471,-177.67334,-33.02002,-2.65173,0.17554,0.27271,17380802
"2020-08-27T20:03:21.439",-50.46082,-246.62781,-23.54431,-2.60583,0.18481,0.28467,17380818
"2020-08-27T20:03:21.455",-71.02966,-293.59436,-8.56018,-2.47607,0.21912,0.30457,17380834
"2020-08-27T20:03:21.470",-75.59204,-310.16541,-4.18091,-2.41272,0.23987,0.31458,17380849
"2020-08-27T20:03:21.485",-76.43127,-337.66174,0.09155,-2.32568,0.26733,0.33691,17380865
"2020-08-27T20:03:21.501",-73.71521,-348.49548,0.5188,-2.31079,0.27087,0.34253,17380880
"2020-08-27T20:03:21.516",-66.2384,-360.56519,2.01416,-2.30225,0.26294,0.34119,17380896
"2020-08-27T20:03:21.532",-62.72888,-360.42786,3.05176,-2.26184,0.25732,0.30945,17380911
"2020-08-27T20:03:21.548",-55.75562,-347.67151,4.37927,-2.2135,0.255,0.29285,17380927
"2020-08-27T20:03:21.564",-49.1333,-326.62964,4.08936,-2.07495,0.25305,0.25122,17380942
"2020-08-27T20:03:21.580",-46.05103,-315.99426,3.64685,-1.97607,0.24316,0.23547,17380958
"2020-08-27T20:03:21.594",-40.2832,-296.72241,3.57056,-1.78833,0.21814,0.20166,17380973
"2020-08-27T20:03:21.614",-37.97913,-286.91101,4.16565,-1.69263,0.20532,0.1853,17380989
"2020-08-27T20:03:21.642",-34.53064,-266.75415,6.54602,-1.49695,0.18359,0.1543,17381004
"2020-08-27T20:03:21.652",-32.89795,-256.5155,7.91931,-1.29333,0.15881,0.12524,17381020
"2020-08-27T20:03:21.670",-29.28162,-237.68616,9.06372,-1.19983,0.13647,0.11157,17381036
"2020-08-27T20:03:21.672",-28.19824,-219.9707,7.04956,-1.02051,0.10693,0.09216,17381051
"2020-08-27T20:03:21.688",-28.38135,-212.00562,6.30188,-0.9292,0.08459,0.07751,17381067
"2020-08-27T20:03:21.703",-31.61621,-197.76917,6.04248,-0.76196,0.04297,0.05872,17381082
"2020-08-27T20:03:21.718",-33.93555,-191.51306,6.24084,-0.60852,0.01184,0.04639,17381098
"2020-08-27T20:03:21.734",-39.44397,-180.3894,6.16455,-0.53186,0.00049,0.04041,17381113
"2020-08-27T20:03:21.750",-44.06738,-171.82922,5.69153,-0.39868,-0.005,0.03296,17381129
"2020-08-27T20:03:21.766",-44.98291,-167.58728,5.11169,-0.34729,-0.00342,0.02808,17381144
"2020-08-27T20:03:21.781",-44.26575,-157.27234,1.96838,-0.26599,-0.00525,0.01355,17381160
"2020-08-27T20:03:21.798",-42.93823,-151.12305,-0.28992,-0.22314,0.00378,0.01306,17381175
"2020-08-27T20:03:21.811",-37.00256,-140.09094,-4.63867,-0.13623,-0.00208,0.00488,17381191
"2020-08-27T20:03:21.827",-33.87451,-135.80322,-6.98853,-0.08081,-0.01782,-0.0094,17381206
"2020-08-27T20:03:21.843",-28.27454,-127.63977,-10.69641,-0.03833,-0.02222,-0.01294,17381222
"2020-08-27T20:03:21.858",-22.9187,-119.41528,-13.32092,0.04517,-0.0238,-0.02759,17381237
"2020-08-27T20:03:21.875",-20.00427,-115.05127,-13.91602,0.06934,-0.02417,-0.03748,17381253
"2020-08-27T20:03:21.889",-13.5498,-103.86658,-13.35144,0.10608,-0.03418,-0.0481,17381269
"2020-08-27T20:03:21.905",-10.80322,-96.35925,-12.52747,0.1322,-0.04236,-0.0553,17381284
"2020-08-27T20:03:21.920",-6.14929,-80.36804,-10.29968,0.17712,-0.0531,-0.06433,17381300
"2020-08-27T20:03:21.935",-3.75366,-72.67761,-8.8501,0.22266,-0.05249,-0.07178,17381315
"2020-08-27T20:03:21.952",0.93079,-58.34961,-5.47791,0.2373,-0.05347,-0.07507,17381330
"2020-08-27T20:03:21.968",4.63867,-44.28101,-1.80054,0.26135,-0.06738,-0.08313,17381347
"2020-08-27T20:03:21.983",5.46265,-37.20093,-0.27466,0.27209,-0.07239,-0.08679,17381362
"2020-08-27T20:03:21.998",7.01904,-22.64404,1.95312,0.30261,-0.07629,-0.09155,17381378
"2020-08-27T20:03:22.014",7.78198,-15.48767,2.80762,0.32703,-0.08411,-0.0929,17381393
"2020-08-27T20:03:22.029",9.23157,-1.11389,3.75366,0.32825,-0.09033,-0.09473,17381408
"2020-08-27T20:03:22.045",9.39941,13.18359,3.89099,0.33618,-0.10486,-0.09229,17381424
"2020-08-27T20:03:22.060",8.95691,19.57703,3.66211,0.33752,-0.10913,-0.08887,17381439
"2020-08-27T20:03:22.076",7.67517,30.79224,2.67029,0.33716,-0.12024,-0.08191,17381455
"2020-08-27T20:03:22.092",6.74438,35.69031,1.98364,0.33289,-0.1228,-0.08118,17381471
"2020-08-27T20:03:22.107",4.36401,44.54041,1.08337,0.32068,-0.11475,-0.078,17381486
"2020-08-27T20:03:22.122",3.72314,48.81287,1.41907,0.28162,-0.10864,-0.07458,17381501
"2020-08-27T20:03:22.138",2.85339,58.21228,3.00598,0.24866,-0.10657,-0.07202,17381517
"2020-08-27T20:03:22.153",3.11279,69.00024,3.11279,0.14661,-0.09412,-0.06055,17381532
"2020-08-27T20:03:22.170",3.61633,75.11902,2.13623,0.08752,-0.08484,-0.05701,17381549
"2020-08-27T20:03:22.185",5.85937,87.69226,-1.25122,0.01294,-0.07068,-0.0481,17381564
"2020-08-27T20:03:22.201",7.32422,93.39905,-3.50952,-0.04846,-0.05676,-0.03699,17381580
"2020-08-27T20:03:22.221",10.91003,102.64587,-9.01794,-0.09656,-0.04883,-0.03455,17381595
"2020-08-27T20:03:22.231",15.44189,111.92322,-14.328,-0.22217,-0.02771,-0.02307,17381611
"2020-08-27T20:03:22.247",17.83752,117.95044,-16.75415,-0.28931,-0.01624,-0.01917,17381626
"2020-08-27T20:03:22.264",22.94922,132.79724,-20.08057,-0.41895,0.00879,-0.00684,17381642
"2020-08-27T20:03:22.280",25.4364,141.09802,-20.61462,-0.55591,0.03674,0.00989,17381659
"2020-08-27T20:03:22.297",30.16663,158.18787,-19.24133,-0.64233,0.05872,0.01904,17381674
"2020-08-27T20:03:22.310",34.48486,176.22375,-14.35852,-0.8479,0.09277,0.04468,17381690
"2020-08-27T20:03:22.327",36.69739,186.203,-10.63538,-0.93323,0.09949,0.0575,17381705
"2020-08-27T20:03:22.341",39.74915,208.35876,-3.05176,-1.09399,0.08411,0.07861,17381721
"2020-08-27T20:03:22.357",39.85596,221.09985,0.65613,-1.17639,0.06958,0.09241,17381736
"2020-08-27T20:03:22.374",37.20093,251.64795,6.95801,-1.3656,0.06006,0.13611,17381753
"2020-08-27T20:03:22.391",33.46252,287.42981,11.33728,-1.57117,0.0614,0.19263,17381768
"2020-08-27T20:03:22.405",30.88379,305.48096,12.69531,-1.67212,0.06262,0.22522,17381784
"2020-08-27T20:03:22.420",24.1394,336.83777,14.86206,-1.86523,0.08362,0.28967,17381799
"2020-08-27T20:03:22.435",20.401,348.95325,15.60974,-1.96997,0.12,0.31946,17381815
"2020-08-27T20:03:22.451",18.20374,365.00549,14.00757,-2.09058,0.17871,0.35779,17381830
"2020-08-27T20:03:22.476",18.49365,368.43872,13.39722,-2.17114,0.28223,0.37415,17381846
"2020-08-27T20:03:22.482",27.48108,366.79077,15.22827,-2.23633,0.3186,0.38196,17381861
"2020-08-27T20:03:22.498",43.33496,358.58154,20.81299,-2.41492,0.36414,0.38635,17381877
"2020-08-27T20:03:22.515",53.40576,353.3783,23.16284,-2.52673,0.38416,0.39221,17381892
"2020-08-27T20:03:22.528",77.33154,343.91785,21.33179,-2.79529,0.44299,0.41016,17381907
"2020-08-27T20:03:22.544",90.80505,341.03394,17.30347,-2.89587,0.45667,0.41772,17381923
"2020-08-27T20:03:22.560",114.53247,340.91187,7.12585,-3.03772,0.46094,0.42761,17381938
"2020-08-27T20:03:22.575",124.78638,343.46008,2.04468,-3.10254,0.46191,0.43945,17381954
"2020-08-27T20:03:22.592",142.41028,351.19629,-5.38635,-3.22705,0.46741,0.48352,17381969
"2020-08-27T20:03:22.612",155.10559,354.62952,-13.09204,-3.30798,0.42017,0.51672,17381985
"2020-08-27T20:03:22.630",157.94373,351.60828,-19.4397,-3.32556,0.37891,0.52454,17382001
"2020-08-27T20:03:22.655",153.33557,336.39526,-39.96277,-3.30896,0.30884,0.49548,17382016
"2020-08-27T20:03:22.664",145.23315,325.59204,-52.23083,-3.2666,0.27234,0.46362,17382031
"2020-08-27T20:03:22.668",119.49158,302.20032,-73.41003,-3.19006,0.22144,0.39392,17382047
"2020-08-27T20:03:22.684",103.57666,291.93115,-79.89502,-3.15747,0.1947,0.33667,17382063
"2020-08-27T20:03:22.700",67.56592,277.37427,-84.03015,-3.14453,0.1781,0.31812,17382079
"2020-08-27T20:03:22.715",27.38953,271.42334,-79.52881,-3.10095,0.15662,0.29578,17382094
"2020-08-27T20:03:22.732",6.54602,273.28491,-74.55444,-3.08716,0.15295,0.29553,17382110
"2020-08-27T20:03:22.746",-32.50122,288.2843,-58.25806,-2.96216,0.14844,0.30872,17382125
"2020-08-27T20:03:22.761",-49.27063,298.64502,-48.26355,-2.84912,0.15564,0.32629,17382140
"2020-08-27T20:03:22.776",-73.94409,318.55774,-28.35083,-2.61182,0.18945,0.35815,17382156
"2020-08-27T20:03:22.791",-82.1228,327.77405,-19.19556,-2.39319,0.23645,0.39722,17382171
"2020-08-27T20:03:22.809",-90.20996,341.81213,-5.96619,-2.26721,0.26099,0.4082,17382186
"2020-08-27T20:03:22.822",-89.87427,345.32166,-1.52588,-1.98718,0.30811,0.41724,17382201
"2020-08-27T20:03:22.837",-81.87866,343.90259,5.95093,-1.84363,0.33142,0.41064,17382216
"2020-08-27T20:03:22.852",-65.979,332.7179,11.70349,-1.55798,0.34106,0.38232,17382232
"2020-08-27T20:03:22.869",-56.57959,324.0509,13.71765,-1.43091,0.33875,0.36108,17382248
"2020-08-27T20:03:22.886",-36.42273,301.48315,14.63318,-1.16736,0.32874,0.30518,17382263
"2020-08-27T20:03:22.900",-26.55029,287.56714,13.58032,-0.91345,0.30591,0.24756,17382279
"2020-08-27T20:03:22.917",-8.13293,255.59998,8.91113,-0.7948,0.28979,0.2157,17382295
"2020-08-27T20:03:22.931",6.073,217.49878,2.74658,-0.59985,0.24292,0.15967,17382310
"2020-08-27T20:03:22.946",11.5509,196.57898,0.45776,-0.51196,0.22021,0.12756,17382326
"2020-08-27T20:03:22.962",19.63806,150.74158,-1.32751,-0.34692,0.17285,0.08582,17382341
"2020-08-27T20:03:22.977",21.698,124.40491,-0.79346,-0.28528,0.14868,0.06689,17382357
"2020-08-27T20:03:22.993",22.1405,64.71252,1.37329,-0.19482,0.10974,0.03552,17382372
"2020-08-27T20:03:23.009",20.29419,30.86853,2.38037,-0.13428,0.07849,0.01953,17382388
"2020-08-27T20:03:23.032",13.29041,-45.56274,3.54004,-0.11865,0.06812,0.02087,17382403
"2020-08-27T20:03:23.040",2.80762,-132.00378,2.21252,-0.1626,0.0592,0.05164,17382419
"2020-08-27T20:03:23.055",-2.73132,-176.74255,0.73242,-0.22803,0.05774,0.07678,17382434
"2020-08-27T20:03:23.070",-15.15198,-265.45715,-4.39453,-0.40723,0.052,0.15564,17382450
"2020-08-27T20:03:23.086",-22.84241,-309.53979,-7.69043,-0.51282,0.0542,0.20569,17382465
"2020-08-27T20:03:23.103",-43.02979,-402.96936,-12.34436,-0.76843,0.073,0.34851,17382481
