Time	Gx	Gy	Gz	Ax	Ay	Az
17773	-5.49	225.07	14.40	-0.05	-0.09	0.27
17792	-2.62	222.03	13.57	-0.04	-0.09	0.21
17811	3.11	216.51	11.26	-0.06	-0.09	0.18
17829	8.64	206.47	6.20	-0.13	-0.09	0.10
17847	14.10	188.23	0.26	-0.17	-0.11	0.01
17866	20.08	166.58	-4.01	-0.17	-0.09	-0.06
17885	22.55	146.29	-7.40	-0.15	-0.06	-0.14
17905	20.77	127.53	-11.25	-0.15	-0.04	-0.19
17924	19.35	117.87	-12.97	-0.15	-0.05	-0.25
17943	15.49	98.80	-16.19	-0.15	-0.04	-0.28
17962	9.92	81.15	-19.09	-0.13	-0.03	-0.33
17981	2.37	66.21	-21.24	-0.13	-0.02	-0.38
18001	-4.75	50.96	-22.45	-0.13	-0.04	-0.42
18020	-9.38	33.52	-22.66	-0.13	-0.05	-0.46
18041	-12.62	17.49	-22.32	-0.12	-0.05	-0.47
18060	-15.90	5.39	-20.89	-0.12	-0.05	-0.48
18080	-18.11	-7.55	-18.31	-0.13	-0.05	-0.50
18100	-18.62	-23.39	-15.78	-0.12	-0.05	-0.50
18120	-17.50	-35.06	-13.18	-0.11	-0.05	-0.48
18141	-14.85	-46.31	-10.35	-0.12	-0.06	-0.46
18161	-10.74	-58.43	-6.13	-0.12	-0.06	-0.45
18181	-6.33	-70.62	-0.76	-0.13	-0.06	-0.40
18201	-1.07	-83.57	3.77	-0.15	-0.07	-0.32
18221	5.57	-98.37	7.51	-0.15	-0.07	-0.25
18241	11.38	-113.68	11.31	-0.16	-0.05	-0.22
18261	13.53	-120.68	13.05	-0.15	-0.05	-0.16
18280	16.62	-133.54	16.13	-0.15	-0.05	-0.07
18298	19.45	-147.61	18.83	-0.15	-0.04	-0.01
18318	21.21	-162.41	21.01	-0.15	-0.03	0.09
18337	21.36	-176.77	21.96	-0.15	-0.01	0.19
18356	20.02	-193.04	21.26	-0.19	0.00	0.28
18374	18.48	-212.60	19.68	-0.18	-0.00	0.39
18392	16.07	-230.01	17.01	-0.14	0.03	0.51
18411	13.47	-236.45	14.94	-0.11	0.05	0.57
