Time	Gx	Gy	Gz	Ax	Ay	Az	Deadlift	Squat	Rest	RowLeft	RowRight	Swing	
30127	-208	175	-245	-0.01	-0.35	1.84	0.00	0.00	0.00	0.00	1.00	0.00
30161	-189	126	-237	-0.09	-0.45	1.66	0.00	0.00	0.00	0.00	1.00	0.00
30196	-173	89	-245	-0.05	-0.45	1.57	0.00	0.00	0.00	0.00	1.00	0.00
30231	-160	52	-264	0.02	-0.41	1.37	0.00	0.00	0.00	0.02	0.98	0.00
30265	-162	39	-275	0.07	-0.41	1.24	0.00	0.00	0.00	0.04	0.96	0.00
30299	-163	24	-265	0.08	-0.42	1.12	0.00	0.00	0.00	0.47	0.53	0.00
30336	-155	12	-237	0.15	-0.45	0.94	0.00	0.00	0.00	1.00	0.00	0.00
30370	-145	6	-209	0.17	-0.44	0.79	0.00	0.00	0.00	0.92	0.00	0.08
30404	-134	4	-162	0.20	-0.44	0.63	0.00	0.00	0.00	0.53	0.00	0.47
30439	-116	4	-127	0.20	-0.45	0.56	0.00	0.00	0.00	0.04	0.00	0.96
30472	-87	24	-71	0.29	-0.42	0.48	0.00	0.00	0.00	0.01	0.00	0.99
30506	-70	53	-45	0.22	-0.37	0.40	0.00	0.00	0.00	0.03	0.00	0.97
30542	-64	76	-31	0.10	-0.29	0.32	0.00	0.00	0.00	0.01	0.00	0.99
30577	-69	88	-46	0.08	-0.24	0.27	0.00	0.00	0.00	0.00	0.00	1.00
30610	-68	91	-66	0.25	-0.28	0.20	0.00	0.00	0.00	0.00	0.00	1.00
30645	-13	212	-15	0.30	-0.30	0.10	0.00	0.00	0.00	0.00	0.00	1.00
30679	-15	235	-51	0.28	-0.29	0.12	0.00	0.00	0.00	0.00	0.00	1.00
30713	-51	94	-196	0.05	-0.22	0.10	0.00	0.00	0.00	0.00	0.00	1.00
30749	-76	-10	-232	0.48	-0.31	0.20	0.00	0.00	0.00	0.00	0.00	1.00
30784	-64	30	-181	0.77	-0.29	0.20	0.00	0.00	0.00	0.00	0.00	1.00
30818	-59	111	-114	0.85	-0.15	0.21	0.00	0.00	0.00	0.00	0.00	1.00
30853	-98	87	-188	1.00	0.05	0.26	0.00	0.00	0.00	0.00	0.00	1.00
30886	-154	98	-289	1.14	0.14	0.40	0.00	0.00	0.00	0.00	0.00	1.00
30920	-176	116	-221	1.01	0.06	0.42	0.00	0.00	0.00	0.01	0.00	0.99
30956	-121	-27	-61	0.98	0.02	0.43	0.00	0.00	0.00	0.43	0.00	0.57
30991	17	-79	143	0.96	-0.10	0.40	0.00	0.00	0.00	0.92	0.00	0.08
31025	67	-50	119	1.06	-0.02	0.42	0.00	0.00	0.00	1.00	0.00	0.00
31059	28	3	-16	1.22	-0.02	0.49	0.00	0.00	0.00	0.99	0.01	0.00
31094	-21	45	-27	1.18	-0.13	0.49	0.00	0.00	0.00	0.87	0.13	0.00
31129	-42	42	28	1.08	-0.27	0.50	0.00	0.00	0.00	1.00	0.00	0.00
31164	-17	18	41	1.02	-0.28	0.50	0.00	0.00	0.00	1.00	0.00	0.00
31198	12	-10	35	1.00	-0.23	0.52	0.00	0.00	0.00	0.99	0.01	0.00
31233	20	-37	46	1.02	-0.13	0.48	0.00	0.00	0.00	0.96	0.04	0.00
31267	2	-27	72	1.03	-0.08	0.43	0.00	0.00	0.00	0.61	0.39	0.00
31301	-19	-10	103	0.95	-0.10	0.34	0.00	0.00	0.00	0.28	0.72	0.00
31336	-18	-18	137	0.85	-0.15	0.29	0.00	0.00	0.00	0.48	0.52	0.00
31371	15	-33	198	0.78	-0.21	0.22	0.00	0.00	0.00	0.52	0.48	0.00
31404	45	-45	239	0.66	-0.23	0.17	0.00	0.00	0.00	0.03	0.97	0.00
31439	67	-47	289	0.56	-0.23	0.14	0.00	0.00	0.00	0.00	1.00	0.00
31474	82	-36	338	0.41	-0.20	0.13	0.00	0.00	0.00	0.00	1.00	0.00
31507	74	-33	348	0.28	-0.15	0.12	0.00	0.00	0.00	0.00	1.00	0.00
31542	48	-26	338	0.11	-0.04	0.11	0.00	0.00	0.00	0.00	1.00	0.00
31576	9	-37	323	-0.04	0.01	0.11	0.00	0.00	0.00	0.00	1.00	0.00
31610	-37	-75	316	-0.19	0.03	0.11	0.00	0.00	0.00	0.00	1.00	0.00
31644	-97	-140	285	-0.29	0.06	0.16	0.00	0.00	0.00	0.24	0.76	0.00
31678	-138	-223	239	-0.54	0.07	0.28	0.00	0.00	0.00	0.13	0.87	0.00
31712	-158	-344	241	-0.48	-0.18	0.49	0.00	0.00	0.00	0.66	0.34	0.00
31747	-137	-422	250	-0.38	-0.14	0.75	0.00	0.00	0.00	1.00	0.00	0.00
31781	-118	-453	201	0.02	-0.45	1.31	0.00	0.00	0.00	1.00	0.00	0.00
31815	11	-354	150	0.44	-0.70	1.74	0.00	0.00	0.00	1.00	0.00	0.00
31849	154	-209	128	0.52	-0.76	2.00	0.00	0.00	0.00	1.00	0.00	0.00
31882	256	-87	108	0.18	-0.32	2.11	0.00	0.00	0.00	1.00	0.00	0.00
31916	234	-58	74	-0.07	-0.10	2.08	0.00	0.00	0.00	0.87	0.13	0.00
31951	168	-107	58	-0.26	-0.07	2.15	0.00	0.00	0.00	0.21	0.79	0.00
31984	107	-243	45	-0.34	-0.24	2.18	0.00	0.00	0.00	0.02	0.98	0.00
32018	108	-300	57	-0.03	-0.29	2.14	0.00	0.00	0.00	0.00	1.00	0.00
32052	120	-287	73	0.11	-0.28	2.10	0.00	0.00	0.00	0.00	1.00	0.00
32087	128	-217	82	0.20	-0.23	1.99	0.00	0.00	0.00	0.02	0.98	0.00
32120	115	-172	80	0.12	-0.17	1.95	0.00	0.00	0.00	0.28	0.72	0.00
32155	93	-150	77	0.03	-0.13	1.76	0.00	0.00	0.00	0.42	0.58	0.00
32189	57	-156	71	-0.01	-0.14	1.59	0.00	0.00	0.00	0.85	0.15	0.00
32223	44	-166	60	0.01	-0.16	1.42	0.00	0.00	0.00	0.41	0.59	0.00
32256	34	-169	34	0.02	-0.17	1.22	0.00	0.00	0.00	0.02	0.98	0.00
32290	36	-153	8	0.10	-0.16	1.08	0.00	0.00	0.00	0.08	0.92	0.00
32325	39	-116	-15	0.14	-0.16	0.95	0.00	0.00	0.00	0.02	0.98	0.00
32361	37	-57	-37	0.14	-0.11	0.83	0.00	0.00	0.00	0.05	0.95	0.00
32395	26	-15	-42	0.16	-0.09	0.77	0.00	0.00	0.00	0.59	0.41	0.00
32430	-3	46	-40	0.20	-0.03	0.75	0.00	0.00	0.00	0.99	0.00	0.01
32466	-36	97	-35	0.21	-0.02	0.77	0.00	0.00	0.00	0.97	0.00	0.03
32501	-85	180	-40	0.31	-0.00	0.93	0.00	0.00	0.00	0.83	0.00	0.17
32536	-118	255	-53	0.29	-0.06	1.13	0.00	0.00	0.00	0.80	0.00	0.20
32571	-143	315	-78	0.13	-0.15	1.61	0.00	0.00	0.00	0.83	0.00	0.17
32606	-142	312	-98	-0.05	-0.23	1.71	0.00	0.00	0.00	0.93	0.00	0.07
32641	-138	239	-129	-0.17	-0.22	2.05	0.00	0.00	0.00	0.96	0.00	0.04
32675	-131	181	-148	-0.13	-0.30	2.08	0.00	0.00	0.00	0.98	0.00	0.02
32711	-136	131	-179	0.00	-0.19	2.00	0.00	0.00	0.00	0.98	0.02	0.00
32744	-157	137	-205	0.10	-0.21	1.95	0.00	0.00	0.00	0.02	0.98	0.00
32779	-176	153	-225	0.05	-0.27	1.90	0.00	0.00	0.00	0.00	1.00	0.00
32813	-190	152	-237	-0.02	-0.29	1.81	0.00	0.00	0.00	0.00	1.00	0.00
32848	-197	125	-240	-0.09	-0.33	1.68	0.00	0.00	0.00	0.00	1.00	0.00
32882	-189	65	-240	-0.08	-0.39	1.45	0.00	0.00	0.00	0.18	0.82	0.00
32917	-177	33	-242	0.01	-0.40	1.32	0.00	0.00	0.00	0.95	0.05	0.00
32951	-174	27	-237	0.10	-0.41	1.08	0.00	0.00	0.00	1.00	0.00	0.00
32986	-170	32	-214	0.13	-0.40	0.90	0.00	0.00	0.00	0.99	0.00	0.01
33019	-165	31	-174	0.11	-0.44	0.72	0.00	0.00	0.00	0.89	0.00	0.11
33053	-160	31	-142	0.15	-0.38	0.57	0.00	0.00	0.00	0.20	0.00	0.80
33087	-165	38	-137	0.17	-0.38	0.47	0.00	0.00	0.00	0.02	0.00	0.98
33122	-157	49	-139	0.17	-0.42	0.39	0.00	0.00	0.00	0.00	0.00	1.00
33155	-132	69	-138	0.19	-0.40	0.31	0.00	0.00	0.00	0.00	0.00	1.00
33190	-117	87	-132	0.13	-0.33	0.24	0.00	0.00	0.00	0.00	0.00	1.00
33224	-100	121	-103	0.28	-0.28	0.12	0.00	0.00	0.00	0.00	0.00	1.00
33258	-88	168	-101	0.31	-0.29	0.05	0.00	0.00	0.00	0.00	0.00	1.00
33292	-84	207	-124	0.17	-0.23	0.05	0.00	0.00	0.00	0.00	0.00	1.00
33328	-63	264	-168	0.41	-0.35	0.04	0.00	0.00	0.00	0.00	0.00	1.00
33361	-33	334	-181	0.26	-0.27	0.04	0.00	0.00	0.00	0.00	0.00	1.00
33397	-28	337	-197	0.23	-0.15	0.15	0.00	0.00	0.00	0.00	0.00	1.00
33431	-80	83	-322	0.23	0.01	0.33	0.00	0.00	0.00	0.00	0.00	1.00
33465	-120	50	-297	0.64	0.09	0.46	0.00	0.00	0.00	0.00	0.00	1.00
33500	-147	125	-206	0.70	0.08	0.52	0.00	0.00	0.00	0.00	0.00	1.00
33535	-151	69	-242	0.93	0.81	1.07	0.00	0.00	0.00	0.00	0.00	1.00
33569	18	-93	-103	0.78	0.23	0.61	0.00	0.00	0.00	0.00	0.00	1.00
33603	76	-62	110	0.94	0.15	0.57	0.00	0.00	0.00	0.00	0.00	1.00
33638	87	-18	177	1.36	0.35	0.75	0.00	0.00	0.00	0.08	0.00	0.92
33671	19	6	18	1.34	0.27	0.76	0.00	0.00	0.00	0.54	0.00	0.46
33704	-48	57	-76	1.16	-0.02	0.83	0.00	0.00	0.00	0.96	0.00	0.04
33740	-45	35	-27	0.89	-0.22	0.87	0.00	0.00	0.00	0.99	0.00	0.01
33774	5	-14	18	0.93	-0.18	0.87	0.00	0.00	0.00	0.99	0.00	0.01
33809	54	-35	8	0.90	-0.03	0.72	0.00	0.00	0.00	0.99	0.00	0.01
33843	40	-44	-9	0.92	0.06	0.65	0.00	0.00	0.00	1.00	0.00	0.00
33877	9	-41	-8	0.92	0.06	0.58	0.00	0.00	0.00	1.00	0.00	0.00
33913	-13	-21	10	0.99	0.10	0.51	0.00	0.00	0.00	0.99	0.01	0.00
33947	-18	-18	33	1.04	0.16	0.50	0.00	0.00	0.00	0.97	0.03	0.00
33980	-21	-15	93	0.95	0.14	0.47	0.00	0.00	0.00	1.00	0.00	0.00
34016	-25	-14	131	0.92	0.09	0.49	0.00	0.00	0.00	1.00	0.00	0.00
34050	-27	-7	171	0.88	-0.01	0.48	0.00	0.00	0.00	1.00	0.00	0.00
34085	-23	2	202	0.78	-0.07	0.43	0.00	0.00	0.00	0.62	0.38	0.00
34119	-15	2	229	0.64	-0.10	0.36	0.00	0.00	0.00	0.00	1.00	0.00
34154	1	-11	275	0.47	-0.13	0.26	0.00	0.00	0.00	0.00	1.00	0.00
34188	12	-17	314	0.33	-0.14	0.20	0.00	0.00	0.00	0.00	1.00	0.00
34223	18	-28	349	0.21	-0.12	0.15	0.00	0.00	0.00	0.09	0.91	0.00
34257	13	-33	358	0.10	-0.09	0.12	0.00	0.00	0.00	0.90	0.10	0.00
34291	-6	-48	362	-0.05	-0.03	0.10	0.00	0.00	0.00	0.99	0.01	0.00
34328	-51	-97	361	-0.15	0.00	0.08	0.00	0.00	0.00	0.99	0.01	0.00
34363	-105	-168	343	-0.28	0.04	0.08	0.00	0.00	0.00	1.00	0.00	0.00
34398	-147	-233	302	-0.41	0.02	0.14	0.00	0.00	0.00	0.98	0.00	0.02
34432	-184	-320	248	-0.55	-0.01	0.31	0.00	0.00	0.00	1.00	0.00	0.00
34468	-188	-452	248	-0.56	-0.35	0.57	0.00	0.00	0.00	0.78	0.22	0.00
34503	-145	-500	269	-0.28	-0.46	1.20	0.00	0.00	0.00	0.07	0.93	0.00
34538	-29	-474	208	0.43	-0.78	1.63	0.00	0.00	0.00	0.39	0.61	0.00
34573	129	-306	162	0.48	-0.80	2.06	0.00	0.00	0.00	0.27	0.73	0.00
34608	255	-130	106	0.35	-0.33	2.06	0.00	0.00	0.00	0.02	0.98	0.00
34643	230	-72	66	0.06	-0.18	2.15	0.00	0.00	0.00	0.01	0.99	0.00
34677	152	-95	13	-0.16	-0.10	2.24	0.00	0.00	0.00	0.00	1.00	0.00
34712	117	-164	-19	-0.35	-0.30	2.32	0.00	0.00	0.00	0.00	1.00	0.00
34748	143	-258	-25	-0.12	-0.37	2.16	0.00	0.00	0.00	0.00	1.00	0.00
34783	164	-266	-21	0.02	-0.33	2.16	0.00	0.00	0.00	0.00	1.00	0.00
34818	163	-209	-6	0.16	-0.22	2.00	0.00	0.00	0.00	0.16	0.84	0.00
34853	142	-163	10	0.11	-0.20	1.86	0.00	0.00	0.00	0.26	0.74	0.00
34888	122	-137	32	-0.02	-0.22	1.63	0.00	0.00	0.00	0.37	0.63	0.00
34923	105	-149	41	-0.05	-0.20	1.44	0.00	0.00	0.00	0.04	0.96	0.00
34957	90	-160	48	-0.02	-0.21	1.19	0.00	0.00	0.00	0.32	0.68	0.00
34992	79	-163	49	-0.00	-0.17	1.05	0.00	0.00	0.00	0.95	0.05	0.00
35028	61	-136	44	0.08	-0.15	0.84	0.00	0.00	0.00	0.99	0.01	0.00
35062	47	-100	41	0.11	-0.11	0.77	0.00	0.00	0.00	0.99	0.00	0.00
35096	30	-56	37	0.16	-0.10	0.65	0.00	0.00	0.00	0.99	0.01	0.00
35131	6	19	30	0.22	-0.02	0.60	0.00	0.00	0.00	1.00	0.00	0.00
35165	-30	87	23	0.25	0.02	0.61	0.00	0.00	0.00	0.99	0.00	0.01
35199	-84	178	13	0.27	0.03	0.72	0.00	0.00	0.00	0.80	0.00	0.20
35233	-123	247	-3	0.26	-0.00	0.97	0.00	0.00	0.00	0.59	0.00	0.41
35268	-146	293	-22	0.10	-0.13	1.30	0.00	0.00	0.00	0.65	0.00	0.35
35303	-137	281	-47	-0.08	-0.28	1.62	0.00	0.00	0.00	0.54	0.00	0.46
35339	-112	231	-67	-0.14	-0.30	1.77	0.00	0.00	0.00	0.76	0.00	0.24
35373	-92	166	-97	-0.04	-0.22	1.83	0.00	0.00	0.00	0.97	0.00	0.03
35408	-105	154	-124	0.07	-0.18	1.87	0.00	0.00	0.00	1.00	0.00	0.00
35444	-140	173	-160	0.10	-0.21	1.88	0.00	0.00	0.00	0.95	0.05	0.00
35479	-158	179	-181	0.05	-0.27	1.88	0.00	0.00	0.00	0.01	0.99	0.00
35514	-156	159	-200	-0.06	-0.35	1.83	0.00	0.00	0.00	0.00	1.00	0.00
35549	-148	123	-217	-0.07	-0.39	1.73	0.00	0.00	0.00	0.00	1.00	0.00
35585	-131	81	-236	-0.05	-0.41	1.59	0.00	0.00	0.00	0.00	1.00	0.00
35621	-124	58	-243	-0.01	-0.37	1.46	0.00	0.00	0.00	0.00	1.00	0.00
35657	-127	40	-229	0.05	-0.43	1.37	0.00	0.00	0.00	0.00	1.00	0.00
35691	-129	37	-202	0.09	-0.44	1.26	0.00	0.00	0.00	0.34	0.66	0.00
35726	-123	42	-165	0.13	-0.49	1.05	0.00	0.00	0.00	1.00	0.00	0.00
35760	-113	46	-136	0.10	-0.50	0.92	0.00	0.00	0.00	0.75	0.00	0.25
35795	-107	36	-119	0.15	-0.51	0.75	0.00	0.00	0.00	0.07	0.00	0.93
35830	-105	34	-114	0.16	-0.54	0.69	0.00	0.00	0.00	0.01	0.00	0.99
35866	-85	36	-123	0.16	-0.57	0.65	0.00	0.00	0.00	0.00	0.00	1.00
35901	-72	43	-132	0.17	-0.52	0.58	0.00	0.00	0.00	0.00	0.00	1.00
35935	-61	48	-131	0.16	-0.44	0.47	0.00	0.00	0.00	0.00	0.00	1.00
35971	-58	60	-112	0.18	-0.41	0.39	0.00	0.00	0.00	0.00	0.00	1.00
36005	-63	82	-113	0.25	-0.33	0.29	0.00	0.00	0.00	0.00	0.00	1.00
36040	-75	111	-143	0.13	-0.22	0.27	0.00	0.00	0.00	0.00	0.00	1.00
36074	-76	133	-175	0.36	-0.35	0.21	0.00	0.00	0.00	0.00	0.00	1.00
36109	-47	216	-162	0.21	-0.29	0.19	0.00	0.00	0.00	0.00	0.00	1.00
36145	-38	230	-138	0.28	-0.30	-0.07	0.00	0.00	0.00	0.00	0.00	1.00
36180	-69	132	-174	0.15	-0.18	0.14	0.00	0.00	0.00	0.00	0.00	1.00
36214	-86	40	-209	0.37	-0.15	0.22	0.00	0.00	0.00	0.00	0.00	1.00
36249	-88	57	-177	0.55	-0.13	0.25	0.00	0.00	0.00	0.00	0.00	1.00
36285	-76	102	-134	0.59	-0.17	0.30	0.00	0.00	0.00	0.00	0.00	1.00
36320	-62	74	-177	0.72	-0.14	0.43	0.00	0.00	0.00	0.00	0.00	1.00
36356	-52	64	-214	0.88	-0.05	0.55	0.00	0.00	0.00	0.00	0.00	1.00
36390	-46	34	-202	1.22	0.36	0.77	0.00	0.00	0.00	0.05	0.00	0.95
36424	-14	-63	-37	1.29	0.16	0.69	0.00	0.00	0.00	0.71	0.00	0.29
36460	28	-21	149	1.25	-0.08	0.63	0.00	0.00	0.00	1.00	0.00	0.00
36494	36	4	93	1.12	-0.15	0.67	0.00	0.00	0.00	1.00	0.00	0.00
36527	28	26	-11	0.96	-0.19	0.70	0.00	0.00	0.00	1.00	0.00	0.00
36563	7	43	-58	0.94	-0.26	0.84	0.00	0.00	0.00	1.00	0.00	0.00
36597	-16	22	-30	0.99	-0.24	0.90	0.00	0.00	0.00	1.00	0.00	0.00
36631	-34	-7	-0	1.09	-0.21	0.86	0.00	0.00	0.00	1.00	0.00	0.00
36668	-20	-13	-5	1.03	-0.19	0.77	0.00	0.00	0.00	0.97	0.03	0.00
36703	3	-32	-5	0.89	-0.13	0.63	0.00	0.00	0.00	0.60	0.40	0.00
36738	10	-36	14	0.92	-0.07	0.60	0.00	0.00	0.00	0.83	0.17	0.00
36772	-3	-14	39	0.98	0.03	0.57	0.00	0.00	0.00	0.15	0.85	0.00
36806	-18	2	72	0.94	0.03	0.54	0.00	0.00	0.00	0.00	1.00	0.00
36841	-28	6	116	0.84	-0.04	0.49	0.00	0.00	0.00	0.00	1.00	0.00
36876	-22	-3	156	0.76	-0.08	0.45	0.00	0.00	0.00	0.00	1.00	0.00
36910	-11	-11	175	0.66	-0.08	0.39	0.00	0.00	0.00	0.00	1.00	0.00
36944	-1	-20	206	0.54	-0.10	0.30	0.00	0.00	0.00	0.00	1.00	0.00
36980	4	-25	239	0.45	-0.12	0.26	0.00	0.00	0.00	0.00	1.00	0.00
37015	10	-22	293	0.29	-0.14	0.23	0.00	0.00	0.00	0.01	0.99	0.00
37049	3	-24	325	0.17	-0.12	0.20	0.00	0.00	0.00	0.93	0.07	0.00
37083	-17	-31	361	0.06	-0.09	0.17	0.00	0.00	0.00	0.96	0.04	0.00
37118	-40	-42	370	-0.05	-0.05	0.12	0.00	0.00	0.00	0.99	0.00	0.01
37154	-90	-77	346	-0.19	-0.03	0.09	0.00	0.00	0.00	0.98	0.00	0.02
37190	-122	-124	321	-0.27	-0.02	0.09	0.00	0.00	0.00	0.97	0.00	0.03
37224	-164	-209	252	-0.47	0.01	0.18	0.00	0.00	0.00	1.00	0.00	0.00
37259	-185	-311	206	-0.59	-0.09	0.27	0.00	0.00	0.00	0.99	0.01	0.00
37295	-151	-458	233	-0.61	-0.24	0.52	0.00	0.00	0.00	0.97	0.03	0.00
37330	-115	-500	208	-0.31	-0.26	0.99	0.00	0.00	0.00	0.42	0.58	0.00
37365	-61	-500	142	0.53	-0.57	1.63	0.00	0.00	0.00	0.09	0.91	0.00
37400	108	-266	72	0.88	-0.71	1.94	0.00	0.00	0.00	0.02	0.98	0.00
37435	233	-52	43	0.34	-0.41	2.00	0.00	0.00	0.00	0.00	1.00	0.00
37470	259	27	52	0.03	-0.08	1.96	0.00	0.00	0.00	0.00	1.00	0.00
37503	192	-19	50	-0.26	-0.02	2.01	0.00	0.00	0.00	0.00	1.00	0.00
37538	138	-181	62	-0.35	-0.22	2.06	0.00	0.00	0.00	0.00	1.00	0.00
37573	134	-278	68	-0.14	-0.29	2.09	0.00	0.00	0.00	0.00	1.00	0.00
37608	158	-280	66	0.23	-0.29	2.15	0.00	0.00	0.00	0.00	1.00	0.00
37643	162	-213	62	0.24	-0.23	2.10	0.00	0.00	0.00	0.00	1.00	0.00
37677	154	-157	62	0.17	-0.15	1.95	0.00	0.00	0.00	0.00	1.00	0.00
37711	122	-122	65	0.04	-0.11	1.88	0.00	0.00	0.00	0.00	1.00	0.00
37745	96	-144	66	-0.09	-0.15	1.70	0.00	0.00	0.00	0.00	1.00	0.00
37780	77	-174	58	0.04	-0.15	1.44	0.00	0.00	0.00	0.01	0.99	0.00
37814	65	-162	47	0.09	-0.14	1.23	0.00	0.00	0.00	0.04	0.96	0.00
37849	56	-132	36	0.15	-0.13	0.97	0.00	0.00	0.00	0.11	0.89	0.00
37884	48	-75	21	0.15	-0.11	0.82	0.00	0.00	0.00	0.71	0.29	0.00
37918	36	-36	13	0.12	-0.08	0.72	0.00	0.00	0.00	1.00	0.00	0.00
37953	11	6	3	0.12	-0.05	0.64	0.00	0.00	0.00	1.00	0.00	0.00
37987	-17	34	-4	0.12	-0.01	0.70	0.00	0.00	0.00	0.99	0.00	0.01
38023	-58	80	-18	0.18	-0.00	0.83	0.00	0.00	0.00	0.98	0.00	0.02
38057	-94	132	-30	0.23	-0.00	0.99	0.00	0.00	0.00	0.88	0.00	0.12
38092	-120	204	-54	0.19	-0.08	1.26	0.00	0.00	0.00	0.77	0.00	0.23
38126	-130	236	-73	0.13	-0.12	1.53	0.00	0.00	0.00	0.80	0.00	0.20
38161	-137	244	-92	-0.04	-0.16	1.85	0.00	0.00	0.00	0.97	0.00	0.03
38196	-138	199	-114	-0.10	-0.24	2.01	0.00	0.00	0.00	1.00	0.00	0.00
38232	-123	155	-127	-0.01	-0.21	2.11	0.00	0.00	0.00	1.00	0.00	0.00
38267	-136	140	-153	0.08	-0.11	2.21	0.00	0.00	0.00	0.96	0.04	0.00
38303	-173	163	-185	0.12	-0.18	2.16	0.00	0.00	0.00	0.03	0.97	0.00
38337	-192	163	-203	0.04	-0.22	2.10	0.00	0.00	0.00	0.00	1.00	0.00
38372	-195	146	-211	-0.02	-0.28	1.92	0.00	0.00	0.00	0.00	1.00	0.00
38408	-181	108	-206	-0.02	-0.29	1.79	0.00	0.00	0.00	0.00	1.00	0.00
38442	-168	77	-190	-0.02	-0.28	1.59	0.00	0.00	0.00	0.18	0.82	0.00
38478	-163	49	-179	0.06	-0.22	1.41	0.00	0.00	0.00	0.99	0.00	0.00
38513	-173	49	-177	0.06	-0.23	1.17	0.00	0.00	0.00	1.00	0.00	0.00
38548	-173	42	-178	0.08	-0.25	1.00	0.00	0.00	0.00	0.66	0.00	0.34
38581	-159	40	-179	0.11	-0.28	0.87	0.00	0.00	0.00	0.06	0.00	0.94
38615	-137	43	-180	0.13	-0.26	0.71	0.00	0.00	0.00	0.00	0.00	1.00
38650	-123	46	-171	0.14	-0.27	0.58	0.00	0.00	0.00	0.00	0.00	1.00
38684	-106	56	-149	0.13	-0.27	0.50	0.00	0.00	0.00	0.00	0.00	1.00
38720	-96	52	-108	0.12	-0.26	0.41	0.00	0.00	0.00	0.00	0.00	1.00
38755	-86	58	-90	0.15	-0.28	0.34	0.00	0.00	0.00	0.00	0.00	1.00
38789	-75	73	-81	0.14	-0.26	0.27	0.00	0.00	0.00	0.00	0.00	1.00
38825	-69	85	-75	0.21	-0.26	0.20	0.00	0.00	0.00	0.00	0.00	1.00
38860	-56	149	-86	0.17	-0.26	0.14	0.00	0.00	0.00	0.00	0.00	1.00
38895	-41	180	-94	0.16	-0.18	0.13	0.00	0.00	0.00	0.00	0.00	1.00
38929	-34	199	-126	0.18	-0.29	0.08	0.00	0.00	0.00	0.00	0.00	1.00
38965	-6	247	-126	0.28	-0.29	0.12	0.00	0.00	0.00	0.00	0.00	1.00
38999	-5	257	-129	0.10	-0.17	0.01	0.00	0.00	0.00	0.00	0.00	1.00
39035	-105	27	-254	0.27	-0.10	0.23	0.00	0.00	0.00	0.00	0.00	1.00
39069	-118	17	-258	0.79	-0.18	0.34	0.00	0.00	0.00	0.00	0.00	1.00
39104	-109	105	-220	0.84	-0.20	0.39	0.00	0.00	0.00	0.00	0.00	1.00
39140	-126	19	-340	1.01	-0.14	0.56	0.00	0.00	0.00	0.00	0.00	1.00
39175	-90	-14	-300	1.64	0.53	0.71	0.00	0.00	0.00	0.00	0.00	1.00
39210	-3	-65	3	1.40	0.11	0.35	0.00	0.00	0.00	0.00	0.00	1.00
39244	43	-26	119	1.39	-0.04	0.37	0.00	0.00	0.00	0.17	0.00	0.83
39278	52	15	48	1.42	-0.06	0.46	0.00	0.00	0.00	0.57	0.00	0.43
39312	21	82	-58	1.09	-0.12	0.62	0.00	0.00	0.00	0.57	0.00	0.43
39346	-2	69	-63	0.98	-0.10	0.75	0.00	0.00	0.00	0.91	0.00	0.09
39380	-22	22	-26	1.01	0.02	0.76	0.00	0.00	0.00	0.94	0.00	0.06
39414	-29	-21	7	1.02	0.02	0.69	0.00	0.00	0.00	0.76	0.00	0.24
39450	-12	-33	2	0.93	-0.05	0.58	0.00	0.00	0.00	0.46	0.00	0.54
39485	16	-42	0	0.89	-0.05	0.48	0.00	0.00	0.00	0.75	0.00	0.25
39518	19	-38	16	1.05	0.07	0.44	0.00	0.00	0.00	0.78	0.00	0.22
39553	0	-9	40	1.12	0.12	0.43	0.00	0.00	0.00	0.82	0.00	0.18
39587	-8	10	82	1.06	0.04	0.41	0.00	0.00	0.00	0.92	0.00	0.08
39621	-9	9	125	1.03	-0.04	0.41	0.00	0.00	0.00	0.99	0.00	0.01
39655	1	-6	149	1.00	-0.17	0.43	0.00	0.00	0.00	1.00	0.00	0.00
39690	20	-15	161	0.95	-0.22	0.44	0.00	0.00	0.00	1.00	0.00	0.00
39724	53	-27	182	0.83	-0.26	0.40	0.00	0.00	0.00	0.41	0.59	0.00
39759	69	-33	200	0.77	-0.25	0.35	0.00	0.00	0.00	0.90	0.10	0.00
39792	76	-29	226	0.69	-0.22	0.32	0.00	0.00	0.00	1.00	0.00	0.00
39827	70	-30	261	0.54	-0.22	0.27	0.00	0.00	0.00	1.00	0.00	0.00
39861	67	-36	284	0.41	-0.23	0.23	0.00	0.00	0.00	0.84	0.00	0.16
39896	65	-25	317	0.30	-0.24	0.20	0.00	0.00	0.00	0.42	0.00	0.58
39929	64	-21	329	0.16	-0.22	0.21	0.00	0.00	0.00	0.64	0.00	0.36
39964	52	-37	320	-0.01	-0.21	0.20	0.00	0.00	0.00	0.35	0.00	0.65
39999	29	-91	302	-0.08	-0.22	0.24	0.00	0.00	0.00	0.60	0.00	0.40
40034	11	-136	265	-0.15	-0.20	0.25	0.00	0.00	0.00	0.99	0.00	0.01
40068	2	-209	214	-0.25	-0.28	0.35	0.00	0.00	0.00	0.97	0.03	0.00
40103	3	-264	165	-0.28	-0.27	0.47	0.00	0.00	0.00	0.91	0.09	0.00
40139	26	-311	136	-0.20	-0.31	0.68	0.00	0.00	0.00	0.02	0.98	0.00
40174	51	-304	148	-0.03	-0.18	0.81	0.00	0.00	0.00	0.00	1.00	0.00
40209	48	-237	129	0.17	-0.07	1.04	0.00	0.00	0.00	0.00	1.00	0.00
