Time	Gx	Gy	Gz	Ax	Ay	Az
6967	-0.06	-0.21	-0.29	0.11	0.01	0.97
6987	-0.12	-0.26	-0.29	0.11	0.01	0.97
7005	-0.09	-0.24	-0.41	0.11	0.01	0.96
7024	-0.11	-0.27	-0.34	0.11	0.01	0.96
7043	-0.14	-0.27	-0.37	0.11	0.01	0.96
7062	-0.09	-0.24	-0.34	0.11	0.01	0.97
7082	-0.03	-0.17	-0.46	0.11	0.01	0.96
7100	-0.08	-0.15	-0.37	0.11	0.01	0.96
7119	-0.14	-0.23	-0.31	0.11	0.01	0.96
7138	-0.06	-0.32	-0.32	0.11	0.01	0.97
7157	-0.11	-0.21	-0.27	0.11	0.01	0.96
7177	0.02	-0.26	-0.35	0.11	0.01	0.96
7195	-0.11	-0.23	-0.32	0.11	0.01	0.97
7214	-0.14	-0.26	-0.34	0.11	0.01	0.95
7233	0.06	-0.26	-0.46	0.11	0.00	0.98
7251	0.34	-0.29	-0.44	0.10	0.00	0.92
7271	0.87	-0.21	-0.47	0.12	-0.00	1.01
7290	0.98	-0.26	-0.49	0.11	0.02	0.97
7308	0.66	-0.24	-0.47	0.10	0.03	0.90
7327	-0.56	-0.41	-0.29	0.11	0.02	0.99
7345	-0.50	-0.35	-0.31	0.11	-0.00	0.94
7365	0.26	-0.29	-0.40	0.11	-0.01	0.98
7384	1.02	-0.27	-0.52	0.11	0.01	0.96
7402	0.89	-0.20	-0.34	0.11	0.02	0.96
7421	0.64	-0.12	-0.34	0.11	0.02	0.98
7439	0.06	-0.20	-0.37	0.11	0.01	0.97
7458	-0.09	-0.14	-0.37	0.11	0.01	0.96
7478	0.12	-0.18	-0.38	0.11	0.00	0.98
7496	0.43	-0.27	-0.34	0.11	0.01	0.97
7515	0.26	-0.37	-0.41	0.11	0.02	0.96
7533	0.09	-0.40	-0.38	0.11	0.01	0.97
7551	-0.27	-0.37	-0.38	0.11	0.01	0.96
7571	-0.38	-0.41	-0.32	0.11	0.01	0.96
7589	-0.14	-0.41	-0.38	0.11	0.01	0.97
7609	0.03	-0.27	-0.38	0.11	0.01	0.96
7627	0.00	-0.26	-0.29	0.11	0.01	0.96
7646	0.05	-0.15	-0.32	0.11	0.01	0.96
7664	0.05	-0.20	-0.40	0.11	0.01	0.97
7682	-0.20	-0.20	-0.38	0.11	0.01	0.96
7702	0.03	-0.27	-0.37	0.11	0.01	0.96
7720	0.06	-0.29	-0.37	0.11	0.01	0.96
7739	0.29	-0.24	-0.43	0.11	0.01	0.97
7757	0.32	-0.31	-0.40	0.11	0.01	0.96
7776	0.20	-0.29	-0.34	0.11	0.01	0.96
7795	0.05	-0.38	-0.40	0.11	0.01	0.97
7813	-0.05	-0.43	-0.43	0.11	0.01	0.96
7832	0.03	-0.32	-0.47	0.11	0.01	0.97
7850	0.05	-0.35	-0.37	0.11	0.01	0.96
7868	0.06	-0.34	-0.32	0.11	0.01	0.97
7888	0.00	-0.27	-0.31	0.11	0.01	0.97
7906	-0.08	-0.23	-0.38	0.10	0.01	0.93
7925	0.02	-0.49	-0.27	0.12	0.01	1.05
7943	0.00	-0.35	-0.37	0.10	0.02	0.91
7961	-0.29	-0.60	-0.29	0.12	0.01	1.00
7981	-0.47	-0.47	-0.38	0.11	0.01	0.96
8000	-0.64	-0.34	-0.29	0.11	0.01	0.91
8019	-0.73	-0.21	-0.20	0.12	0.01	1.00
8037	-0.87	-0.05	-0.34	0.11	0.01	0.94
8056	-0.93	-0.06	-0.20	0.11	0.01	0.97
8075	-0.96	0.05	-0.29	0.11	0.01	0.96
8093	-0.93	-0.11	-0.29	0.10	0.01	0.95
8111	-0.81	-0.12	-0.27	0.11	0.01	0.97
8131	-0.61	-0.24	-0.26	0.11	0.00	0.96
8149	-0.15	-0.17	-0.27	0.11	0.00	0.97
8168	0.11	-0.27	-0.31	0.11	0.01	0.96
8188	-0.03	-0.21	-0.34	0.11	0.02	0.97
8206	-0.44	-0.21	-0.31	0.11	0.01	0.97
8225	-0.44	-0.21	-0.34	0.11	0.01	0.96
8244	-0.47	-0.15	-0.27	0.11	0.01	0.97
8263	-0.26	-0.11	-0.21	0.11	0.00	0.96
8282	-0.18	-0.02	-0.34	0.11	0.01	0.97
